PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,2/26/2022,5:33:50 PM,1,1,Maddie Mcpherson,,Left,Nc state,Hanna Garber,,,Delaware,,1,Top,0,0,0,,,,,,,0,0,,61.20868191,7.120453608,-1.845709105,1753.20813,225.4154969,1:30,1.057721227,1.417649022,6,-25.75198772,7.864274921,5.959441234,3.359068235,0.767601626,55.57353922,-0.068952211,-0.17320275,0.417297936,,,,,,,,,,,,-7.66612717,6.431203531,-1.895637672,50,-0.822305178,3.773609616,-91.62992848,14.99933166,-6.285002778,18.03685553,-26.90148742,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,2c030d26-9754-11ec-be59-5fee6e97942f,61.32796363,1.05544706,1.417467038,7.159037404,-1.84214056,55.66354349,3.361230615,0.767606957,-0.020453655,-0.17333335,0.417178818,5.935066663,6.41705106,50.76922764,12.59765801,1108.808438,1358.043665,63.24454118,-0.443951662,0.774604932,-0.450437699,,,,,,,,,,,,,,,,,0.987935066,0,,,medium,high,101.3378922,18.62006253,37
2,2/26/2022,5:34:07 PM,1,1,Maddie Mcpherson,,Left,Nc state,Hanna Garber,,,Delaware,,1,Top,0,0,0,,,InPlay,,FlyBall,Out,1,0,,68.37673896,5.753033648,-1.014479594,1267.598796,307.2063344,4:15,1.295466723,0.156905066,6,-29.15865609,-2.52806019,4.404091337,2.451097014,-0.106191974,62.67530512,-2.387865164,0.218286009,0.37141716,71.80519106,45.9379056,-17.10058251,,-31.83171752,105.2935979,70.33226931,225.0535104,,-16.96383107,4.165636631,-5.508729472,-5.030147585,-0.431064126,50,-0.305495288,2.499116302,-102.5067245,14.85723405,-5.698536723,21.32866258,-37.37751454,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,36b7def3-9754-11ec-9e30-97f5c938bbd6,68.46081869,1.290526268,0.156247388,5.838878922,-1.002604962,62.72935514,2.454960409,-0.10578639,-2.302947603,0.226950339,0.371355856,4.328326711,-3.850140536,56.68376563,14.89073337,696.2408192,1059.271179,54.9259609,0.33213024,0.835651771,-0.437464995,-14.68369057,47.72835557,51.59824386,0.136039968,1.234126683,2.354345164,-65.6634043,215.2612364,,,,,,,,,0.990541611,0,,38.27756603,medium,high,76.59833997,54.50565388,37
3,2/26/2022,5:34:48 PM,2,1,Maddie Mcpherson,,Left,Nc state,Brooke Glanden,,,Delaware,,1,Top,1,0,0,,,Foul,,,,0,0,,69.8593286,6.303101543,0.196746146,1238.145896,322.2951477,4:45,1.128036984,0.346949961,6,-29.63787721,-4.066402757,3.725541064,2.588623186,0.779600683,63.93623726,-1.96951391,1.239809882,0.363956439,66.42734573,45.00697044,-55.81644543,,-90.93351854,61.89584159,61.918169,204.0962771,,-55.78494708,3.873715815,-4.279599855,-7.04331554,-0.339464975,50,-0.60348088,0.230812654,-104.6579671,16.25534644,-4.610635823,22.37786024,-39.76218026,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,4ee4ee2b-9754-11ec-ba59-1bd2d84e5088,69.9420452,1.122944134,0.346327157,6.393109115,0.208183641,63.98888059,2.592703498,0.780012855,-1.879887628,1.248662172,0.363900639,3.652721142,-5.395994026,48.92987578,12.90657159,813.4398387,933.445707,65.69822195,0.519785766,0.753906071,-0.401806413,-38.85183804,26.38738314,46.97694066,-0.903330493,0.91515871,2.651440914,-168.7739209,114.7634696,,,,,,,,,0.594452708,0,,30.9429016,medium,high,78.38408557,48.26606946,37
4,2/26/2022,5:35:21 PM,2,2,Maddie Mcpherson,,Left,Nc state,Brooke Glanden,,,Delaware,,1,Top,1,0,1,,,StrikeSwinging,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,75c7b790-5cd8-4bb5-ab9f-685c7c5e3fed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2/26/2022,5:35:41 PM,2,3,Maddie Mcpherson,,Left,Nc state,Brooke Glanden,,,Delaware,,1,Top,1,0,2,,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,ed6f6f95-32c9-444c-8d6d-c28978c45eec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2/26/2022,5:35:56 PM,2,4,Maddie Mcpherson,,Left,Nc state,Brooke Glanden,,,Delaware,,1,Top,1,1,2,,,Foul,,,,0,0,,67.56529537,5.709231416,0.478361283,1261.753366,307.6494116,4:15,1.278767808,0.52140845,6,-29.94450621,-2.651041845,4.883227562,2.340995334,1.22543552,61.91671696,-2.655966402,1.845557839,0.376011264,,,,,,,,,,,,-5.528179737,-5.185899399,-0.461537666,50,-0.319406026,-0.09760267,-101.3446586,14.72252756,-5.5802651,21.10094818,-37.40880945,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,7bbf285e-9754-11ec-b247-898816b9bfef,67.64680614,1.273723895,0.520990882,5.797989654,0.48613338,61.96849439,2.344990442,1.225672693,-2.567709677,1.850581345,0.375951389,4.833158356,-4.039650778,52.38420676,13.19883725,770.1282314,999.4618877,61.03635242,0.372827255,0.792121435,-0.483263354,,,,,,,,,,,,,,,,,0.864046043,0,,,medium,high,78.12104648,50.21347376,37
7,2/26/2022,5:36:24 PM,2,5,Maddie Mcpherson,,Left,Nc state,Brooke Glanden,,,Delaware,,1,Top,1,1,2,,,StrikeSwinging,Strikeout,,,1,0,,55.84738816,5.777078279,-2.576612727,1032.878478,335.3538072,5:15,1.475388841,0.736446073,6,-45.90768252,-5.792113947,3.398194727,1.253433192,-0.581646466,51.34212654,-7.031957891,-1.625030993,0.455856339,,,,,,,,,,,,-4.931562914,-8.931925359,-1.355235574,50,-0.297531209,4.196890147,-83.72716065,14.27643348,-3.38744236,14.7103146,-38.30930181,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,882b5054-9754-11ec-8247-ab7483441ad8,55.8948405,1.467407808,0.735604241,5.917199656,-2.561481943,51.35168833,1.259507413,-0.581061085,-6.901102923,-1.612365213,0.45581581,3.302331259,-7.939328059,34.74472502,17.9693599,848.7156342,588.6592578,82.16994086,0.746842758,0.569921119,-0.342659909,,,,,,,,,,,,,,,,,0.98143929,0,,,medium,high,73.82757609,9.862305526,37
8,2/26/2022,5:36:52 PM,3,1,Maddie Mcpherson,,Left,Nc state,Halle Kisamore,,,Delaware,,1,Top,2,0,0,,,BallCalled,,,,0,0,,69.01766612,6.670947628,-2.246338524,1252.328042,340.2996555,5:15,1.144887925,0.104268095,6,-31.4552856,-5.192525537,1.820829684,2.688604796,-1.139791611,63.12737985,-2.097406763,-1.737227302,0.368843136,,,,,,,,,,,,-2.93574585,-8.47895961,-0.632380067,50,-0.690684646,4.333863126,-103.225341,17.00128619,-3.079443531,21.63806094,-41.06803383,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,986ec868-9754-11ec-a175-51f76a5f4b8a,69.09727244,1.139501644,0.102870343,6.766156389,-2.221005425,63.17565293,2.69291107,-1.138783048,-2.003065128,-1.715347675,0.368788704,1.660621905,-6.558835815,51.55161809,49.03521947,778.7092501,980.7840883,62.18093217,0.585413901,0.783168671,-0.209612494,,,,,,,,,,,,,,,,,0.795107215,0,,,medium,high,45.86830248,6.885889945,37
9,2/26/2022,5:37:19 PM,3,2,Maddie Mcpherson,,Left,Nc state,Halle Kisamore,,,Delaware,,1,Top,2,1,0,,,StrikeSwinging,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,947ba08f-e78e-45d1-98c0-eeb5b0dd1c32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2/26/2022,5:37:34 PM,3,3,Maddie Mcpherson,,Left,Nc state,Halle Kisamore,,,Delaware,,1,Top,2,1,1,,,InPlay,,GroundBall,Out,1,0,,68.6138427,6.261246014,-0.434992104,1158.852169,320.9180553,4:45,1.0953818,-0.187282408,6,-30.19574206,-3.70182233,3.610681469,2.48325936,-0.156547708,62.82411604,-2.166089916,0.575838812,0.370462822,74.43853212,-11.63048597,-23.78528166,,44.76789088,-100.4780371,10.50795181,11.8721542,,-21.65344406,0.104317248,-4.373793531,-6.590320663,0.052553884,50,-0.632288605,1.342470871,-102.7846038,15.97835755,-4.547897425,21.4837271,-39.02670556,NC State,Delaware,,Softball,,0f9fac56-efa4-49a5-b1f7-91bfac2ad30f,b1d2af2e-9754-11ec-b172-0f087f28a2b7,68.69581884,1.090319687,-0.187937346,6.350634859,-0.422989945,62.87626594,2.487380138,-0.156105407,-2.076575419,0.585257618,0.37040484,3.534396568,-5.043851478,50.30460847,23.6386909,740.165746,891.6798859,63.87059244,0.495792351,0.769450936,-0.402660158,-29.40541821,66.71742017,-15.0067415,0.109013646,0.953582493,2.456873345,-4.380725939,11.03436838,,,,,,,,,0.68941967,0,,41.85822063,medium,high,68.72517819,31.60456811,37
