PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/4/22,6:05:28 PM,1,1,Aisha Weixlmann,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,0,0,Screwball,1,BallCalled,,,,,,,68.89686601,4.188572085,-2.222583348,,,,0.995289237,1.919537142,6,,,,1.517455484,0.538517147,63.58304515,-2.788590636,-2.222583348,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,95fe4257-9c0f-11ec-ad25-25bced6adc29,68.9931088,0.992330113,1.919537142,4.241027566,-2.222583348,63.65457179,1.520027841,0.538517147,-2.732246163,-2.222583348,0.367184428,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
2,3/4/22,6:05:42 PM,1,2,Aisha Weixlmann,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,1,0,Screwball,1,BallCalled,,,,0,0,,68.98449615,6.617862146,-0.592381728,953.5545947,122.2730509,10:00,1.015635311,1.79676103,6,-22.53306107,3.729081108,-3.551153719,3.266475053,1.132921934,63.05943929,0.337409085,-1.58647879,0.368838797,,,,,,,,,,,,3.932179696,1.941790051,-1.895761703,50,-0.717398189,0.512784148,-103.2815864,15.5055175,4.12496621,21.8187812,-30.13705765,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,9e7905ba-9c0f-11ec-b758-b3c10ce5c78a,69.09714454,1.013154628,1.796888966,6.660773513,-0.594816284,63.14569636,3.268676532,1.132885831,0.386030204,-1.587156631,0.368750914,-3.534976584,2.650487809,-55.66095753,28.05353838,537.8894962,-787.3634834,56.40888305,-0.301197894,-0.82571411,0.47694448,,,,,,,,,,,,,,,,,0.973421004,0,,,medium,high,64.75181546,-23.29386239,37
3,3/4/22,6:06:01 PM,1,3,Aisha Weixlmann,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,2,0,Fastball,1,BallCalled,,,,0,0,,68.86155419,2.281395142,-1.907753093,,,,1.410640318,1.904856982,6,,,,0.749971416,0.719615893,63.80779685,-4.672801849,-1.907753093,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,a9ce0c82-9c0f-11ec-99de-c382c72153e3,68.95353423,1.407680008,1.904856982,2.334117856,-1.907753093,63.87535712,0.752507458,0.719615893,-4.617184661,-1.907753093,0.366608944,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
4,3/4/22,6:06:24 PM,1,4,Aisha Weixlmann,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,3,0,Dropball,2,BallCalled,Walk,,,0,0,,69.46828578,3.219266793,-2.203334577,,,,1.666579771,1.451817618,6,,,,1.622688707,0.082769853,64.23493614,-3.628873568,-2.203334577,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,b716c6de-9c0f-11ec-b0a6-c5cd21552221,69.56350801,1.66364245,1.451817618,3.271171166,-2.203334577,64.30496159,1.625173564,0.082769853,-3.574093682,-2.203334577,0.363757683,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
5,3/4/22,6:06:52 PM,2,1,Aisha Weixlmann,,Right,Nc state,Galipeau,,Left,Syracuse,,1,Top,0,0,0,Screwball,1,Foul,,,,0,0,,69.09745596,5.551705219,-1.931007397,,,,1.169831343,1.409123835,6,,,,2.549573438,0.209424526,63.58258708,-1.402577833,-1.931007397,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,c810379c-9c0f-11ec-9a0b-e367a0d8b7fe,69.19849313,1.166787321,1.409123835,5.604468824,-1.931007397,63.65619182,2.552106614,0.209424526,-1.346813266,-1.931007397,0.366791825,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
6,3/4/22,6:07:13 PM,2,2,Aisha Weixlmann,,Right,Nc state,Galipeau,,Left,Syracuse,,1,Top,0,0,1,Dropball,1,InPlay,,GroundBall,Out,1,0,,69.70569162,4.137117745,-0.725617799,,,,1.716729021,1.239064542,6,,,,2.256703675,0.788398181,64.33324754,-2.671698281,-0.725617799,,72.10764688,-13.89604499,-24.77621813,,45.80613035,-100.0089917,13.68960835,9.767034472,,-26.66284085,0.085186611,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,d4ac11ba-9c0f-11ec-9d02-af6474dc497c,69.8041802,1.713740699,1.239064542,4.189052939,-0.725617799,64.40469263,2.259152063,0.788398181,-2.617541578,-0.725617799,0.362639826,,,,,,,,,,,-29.33412652,63.55413271,-17.31744713,-0.768967157,0.866301847,2.244959711,-4.382854249,8.728433479,,,,,,,,,,0,,39.57783833,low,high,,,37
7,3/4/22,6:07:42 PM,3,1,Aisha Weixlmann,,Right,Nc state,Jasso,,Left,Syracuse,,1,Top,1,0,0,Dropball,1,StrikeCalled,,,,0,0,,69.77659936,4.975030549,-1.389469179,,,,1.768265287,1.681540465,6,,,,2.830463627,0.818446537,64.28108379,-1.835911658,-1.389469179,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,e5fb444a-9c0f-11ec-88bd-4d5c877b6051,69.87532953,1.765424579,1.681540465,5.025882446,-1.389469179,64.35561498,2.832988346,0.818446537,-1.780585357,-1.389469179,0.362786964,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
8,3/4/22,6:08:02 PM,3,2,Aisha Weixlmann,,Right,Nc state,Jasso,,Left,Syracuse,,1,Top,1,0,1,Screwball,1,Foul,,,,0,0,,69.42765168,4.460142708,-1.062905024,,,,1.169271832,1.652323596,6,,,,1.892650728,0.992134602,64.03485076,-2.409216993,-1.062905024,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,f27a45e1-9c0f-11ec-855a-4381e1d6547a,69.52608413,1.166288349,1.652323596,4.512240364,-1.062905024,64.10681276,1.895129037,0.992134602,-2.354310639,-1.062905024,0.364284408,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
9,3/4/22,6:08:25 PM,3,3,Aisha Weixlmann,,Right,Nc state,Jasso,,Left,Syracuse,,1,Top,1,0,2,Riseball,3,InPlay,,GroundBall,Out,1,0,,69.17370247,5.34529225,-2.973398506,,,,1.271400696,1.665253078,6,,,,2.526724361,-0.183024664,63.67559181,-1.597480611,-2.973398506,,49.28461796,-13.38001037,4.488399792,,,,,9.843709364,,5.845390123,0.124299975,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,ff945247-9c0f-11ec-82f8-eff11fc3d7f6,69.27346565,1.268447852,1.665253078,5.39750065,-2.973398506,63.74953671,2.529268328,-0.183024664,-1.541404536,-2.973398506,0.366561356,,,,,,,,,,,3.752190455,47.79982589,-11.40487964,0.259971647,1.164253569,2.415415056,1.002526841,9.792525413,,,,,,,,,,0,,22.81401418,low,high,,,37
10,3/4/22,6:08:57 PM,4,1,Aisha Weixlmann,,Right,Nc state,Breen,,Right,Syracuse,,1,Top,2,0,0,Curveball,2,Foul,,,,0,0,,68.41153924,4.067559654,-3.182465346,,,,0.922528931,1.969054831,6,,,,1.339077012,-0.00943867,63.15534908,-3.011419721,-3.182465346,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,ee1d5b08-1c80-4f27-9829-787adaedf5c0,123577ae-9c10-11ec-b78d-0f7866aecb08,68.50814507,0.919441733,1.969054831,4.121484803,-3.182465346,63.2251381,1.341643372,-0.00943867,-2.954945041,-3.182465346,0.370030314,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
