PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
1,04/09/2024,6:44:55 PM,1,1,Rylee Wyman,,,Nc state 2024 roster,Ashlyn Mickler,micklas10,Right,Queens charlotte,,1,Top,0,0,0,Dropball,,InPlay,,GroundBall,Out,1,0,,63.9329014744701,6.144335207722286,-1.6691363969430617,1118.1581326998194,18.470237903217146,6:30,1.5908666425777942,1.3411057524912304,6.0000000000000036,-36.622987712011394,-6.1073342894898595,-2.38423917845995,2.371189187387132,0.10551477404385293,58.700875316384455,-4.070316510585172,-2.335689244918368,0.3975876258363623,60.92318548193684,-25.664657130736185,-36.71930528416984,2812.7493082682295,59.119131021523636,-92.76275260561913,18.339761445813693,7.167536170102525,,-26.27162908918982,0.05973221159779891,2.1851481129967354,-9.348602185455476,-1.6961255489945803,50.00000000000002,-0.1748174359123973,2.4441152140336,-95.74577518962786,15.625272369079587,1.9726264103308353,18.57182188580199,-40.613431548724456,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,68cb5439-1aec-4766-87e6-fd5c3812098a,63.997491269051835,1.5841904051927904,1.3430567768588568,6.261234507480017,-1.704097939791447,58.731708345263016,2.3762155134633804,0.10415485098654759,-3.9597883743671822,-2.365480281359063,0.3975417233980752,-2.163191789041167,-7.637540533047247,-48.167535135028565,,745.7608871642708,-833.137629025785,66.69547583252947,0.6325988183000619,-0.7450982152355807,0.21129927765640263,-32.832084607804006,44.01666089679239,-26.38602495771706,-0.2192261015509396,2.6156299862292625,2.4256995344882935,-3.17254666010309,6.427170640273736,0.01802862245682216,-0.05702462469413066,-0.010318292063049884,-0.7204177555069357,-0.3471851961747533,0.6003837915096036,,,1.0,0,1.0,30.974936847595835,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
2,04/09/2024,6:45:21 PM,2,1,Rylee Wyman,,,Nc state 2024 roster,Kayla Smith,smithka17,Right,Queens charlotte,,1,Top,1,0,0,Changeup,,StrikeCalled,,,,,,,58.160681322137016,8.112238942544078,-2.977091212922713,878.452044035259,17.062648550112854,6:30,1.600743988858094,1.5930907771309297,6.0000000000000036,-45.420270067548316,-8.169895406142139,-2.8911670929226974,2.894589242062867,-0.4984171053986231,53.24069873961979,-4.514604665839302,-3.78341579250896,0.43927536172079007,,,,,,,,,,,,2.3104831375292636,-12.468528340329417,-2.2403064767907575,50.00000000000002,-0.7083693445840287,4.12615762146855,-86.64048717695968,18.33208652649516,1.708635278013323,15.16214850965415,-41.39470436644456,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,c5a77a16-f6ff-4bd7-814f-8e3ed0056d51,58.204238544792844,1.5923658332068735,1.5939728705660279,8.259604538007494,-2.9930331240314842,53.245702040099054,2.900855006081805,-0.4990533363153568,-4.37917084766077,-3.79717457365554,0.43925283511591884,-2.790255938282195,-10.032720387633525,-23.603573623734135,,804.9587747259047,-351.7376361174544,91.63377559328619,0.8760046898564643,-0.40040619007693545,0.2688692364283294,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
3,04/09/2024,6:45:37 PM,2,2,Rylee Wyman,,,Nc state 2024 roster,Kayla Smith,smithka17,Right,Queens charlotte,,1,Top,1,0,1,Changeup,,InPlay,,FlyBall,Double,0,0,,58.601193087746175,5.736461115918052,-2.4746423090741843,977.2735857282368,10.051275500552345,6:15,1.681732528270422,1.3306821374983506,6.0000000000000036,-46.10775861068236,-9.75368872887013,-2.054966135770153,1.4173156844285135,-0.3783889136743111,54.05219304921959,-7.107812510403813,-3.0489381935776687,0.43395834204309636,62.72527913806922,28.5130165720821,-17.103076239340837,973.954658277107,-33.38848269561721,104.81034883469391,35.79695020369867,200.74634452742993,,-18.39227327117661,3.2897593983583806,1.4953988175119137,-13.494621149337641,-1.8720317056742892,50.0,-0.0848923750708066,3.522363056262905,-87.81821884014309,14.953755927305643,1.1332831092209392,15.85933580253418,-42.40090414465566,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,160651c7-a79c-4790-a8c8-511d6f019638,58.62678231903936,1.6731158357058913,1.3311584469188558,5.889540482649596,-2.483239912149676,54.04107954926405,1.4236618602900553,-0.37873580817710356,-6.97109306105412,-3.0565068095655703,0.43394977249208944,-2.0006503766138395,-11.672589650754448,-12.898161024636474,,952.615369174794,-218.14586811144605,97.47683587139335,0.9598075713930138,-0.22321883175517312,0.17012577419809208,-16.209521880677702,52.679810164359125,29.942438851830644,0.20677260604312114,2.5196310482402597,1.7705189520142786,-63.33970175296989,190.49193427274136,-14.065326319909065,27.60275559308941,0.7258732118175977,0.9851258471379397,0.13086554221620045,0.11136101275229447,,,1.0,0,1.0,35.078459178047844,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
4,04/09/2024,6:46:16 PM,3,1,Rylee Wyman,,,Nc state 2024 roster,Abby Craver,craveab10,Right,Queens charlotte,,1,Top,1,0,0,Dropball,,BallCalled,,,,,,,64.62723498826284,6.9445577268926675,-4.907481695039267,1003.3345055213341,4.025225433483595,6:15,1.6218049321229318,1.427734273660739,6.0000000000000036,-38.037754982059155,-7.899569485251526,-0.4703254951512702,2.8020754492207454,-1.6667079651142074,59.23341449112219,-3.6207159711040773,-5.038103208808191,0.3951209644522653,,,,,,,,,,,,-1.2050182171484192,-11.724454070116732,-2.539238737825069,49.999999999999986,-0.3474633390327222,8.199905188308117,-96.3012370180959,17.328273714515856,-1.1013977673613868,18.6752959588892,-42.89030876996153,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,7f0cd370-4f64-4a39-a5e2-234931a1a663,64.68504603650868,1.6145999941170897,1.4297727276256205,7.069781916678802,-4.9437042681989745,59.256276276695594,2.8074755075444173,-1.6681662078835806,-3.504104804479243,-5.069376844070984,0.3950871985797318,-0.24033017481071822,-9.444983499370595,-32.75711117890582,,843.7760868047948,-542.8830862221879,84.09718614893718,0.8388973875190815,-0.5410788557900787,0.059032576011548106,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
5,04/09/2024,6:46:32 PM,3,2,Rylee Wyman,,,Nc state 2024 roster,Abby Craver,craveab10,Right,Queens charlotte,,1,Top,1,1,0,Dropball,,InPlay,,GroundBall,Single,1,0,,64.65838765891792,5.410023232078666,-1.8122481737296785,1209.0200553104798,14.55996100762762,6:30,1.6274676948235776,1.0309797926680067,6.0000000000000036,-37.2676539620933,-7.491272760831954,-2.3015003713093596,1.8934120326977675,-0.2866774594452352,59.49012489440285,-4.98826705123775,-2.455733212440618,0.39274212018511306,71.79950975132972,-7.197530425998957,27.188438136933335,1439.936787923177,,,,13.773767877520482,,27.981335898528485,0.12166627591953211,2.033019805398346,-10.710133046800125,-1.4193412127021918,50.0,0.023879808521892844,2.73005345039251,-96.96491932590764,14.659789486204478,1.8809325012592757,19.14935631383832,-42.08297289655781,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,43e0e25c-5446-4574-a35b-33e227128cde,64.71287255170442,1.6205411915209706,1.03276801185587,5.533120294705271,-1.8446629477711756,59.511781554824765,1.898810499304292,-0.28798760711332533,-4.8722401119516325,-2.4838812012385167,0.3927054862667138,-2.0968616743581534,-9.045777527778998,-41.69878198355723,,902.7176286346505,-804.2576559133204,74.66523195124583,0.7226736424952269,-0.6652144870390795,0.18770320369140023,32.548007983790946,63.36302123378612,-8.995794403227565,0.4498179439170531,1.088391592240042,1.857088872022086,6.4624303740466,12.163620974217135,0.0725954516692698,-0.15939138660795044,-0.021371807005600568,-0.13992686685892758,0.003963029164754681,-0.990153910425487,,,1.0,0,1.0,40.39271980464909,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
6,04/09/2024,6:47:12 PM,4,1,Rylee Wyman,,,Nc state 2024 roster,Lindsey Deroeck,deroeli10,Right,Queens charlotte,,1,Top,2,0,0,Changeup,,InPlay,,LineDrive,Single,0,0,,57.750058485277634,6.285075095211122,-2.76291429177868,908.0940290178569,18.56583334262597,6:30,1.5868497820253478,1.3688055803225596,6.0000000000000036,-46.40452597735141,-8.876493804276429,-3.5691006090260635,1.6434215757970085,-0.6458485136568366,53.1853420942762,-6.637171110612806,-3.7594538112949825,0.440909461593641,69.91964568568633,3.79000834289922,-0.7720730565320053,866.1388821072048,,,,75.20846704945725,,1.7408005242492974,0.7726492341137928,3.1575447747415906,-12.674761011196326,-1.9606121972368722,49.99999999999998,-0.30901080920558444,3.704852355162737,-86.43678746466361,15.596729034276025,2.3180867037004136,15.371603437649828,-41.47912586161326,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,3bd231cb-e97f-4345-b798-115dd602c9eb,57.78043943580669,1.5786701187045757,1.3689005151006166,6.433663502999849,-2.7646668545537123,53.17880306425637,1.6496875548544698,-0.6459156649494688,-6.499318708198387,-3.7609571334006318,0.44089582265520294,-3.5579541322827275,-10.806171718373795,-14.770683666067068,,878.0851214992663,-231.5195130858369,96.69539645018406,0.9166321751383694,-0.25495103556207205,0.3078724167036226,-0.9400933971154906,69.76039807398962,4.621681271476897,0.5905989778889502,2.6642905757456448,1.748501037324847,2.284684809772349,75.17375693185284,2.4382853032095904,15.356957292686529,0.1661982726446425,0.6925749730695626,0.11896315464368773,-0.7114686743033151,,,1.0,0,1.0,41.4726865054837,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
7,04/09/2024,6:47:53 PM,5,1,Rylee Wyman,,,Nc state 2024 roster,Kasidi Staley,staleka10,Left,Queens charlotte,,1,Top,2,0,0,Dropball,,InPlay,,GroundBall,Out,1,0,,64.48182127687113,5.808655361978736,-2.0506591318118104,1171.2696061567829,6.248890373549634,6:15,1.6307533978595672,1.1803526692759383,6.0000000000000036,-37.402585811799256,-7.42871039266889,-0.8801399401992059,2.1360449149222545,-0.1670907227149035,59.271502384869684,-4.6231258906913855,-2.2966625607639135,0.39404241435517795,65.53693010589942,-6.030628483304927,18.415847336928344,1328.6760986328125,,,,17.739547387584427,,17.34229066302074,0.16996651667015225,0.29151640726410155,-10.76990064011902,-1.6370443592855075,49.99999999999997,-0.06597893792008692,3.3302118853210203,-96.60557428117214,15.309577397752047,0.2679205427144799,18.902517232766282,-42.07221501539071,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,0ee25f42-957a-4abb-b106-fe96041a0021,64.53806549426176,1.623965652784779,1.182656062618475,5.929814726678812,-2.0925757457672622,59.2947554857927,2.141354778093084,-0.16879487083544778,-4.508218802524016,-2.333473126082676,0.39400531118563525,-0.6154357919827177,-8.963078236574646,-42.98512167156549,,856.8197578775927,-798.58148790042,73.1530770860711,0.7271843415909056,-0.6818084271141961,0.0796253857828472,20.589290332207078,61.836581082818796,-6.885315628902318,0.11964164909160721,1.879575813373279,2.2269228931894705,5.287795641777484,16.933126077814233,-0.09260697060901511,-0.8461864401915967,-0.023489825336771908,-0.6241082169040615,0.03377969193864998,-0.7806073699404603,,,1.0,0,1.0,36.09773285333485,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
8,04/09/2024,6:51:41 PM,1,1,Jordan Dunn,dunn-jo10,Right,Queens charlotte,Tori Ensley,,,Nc state 2024 roster,,1,Bottom,0,0,0,Curveball,,InPlay,,FlyBall,Out,1,0,,63.565396557373056,6.335628765192253,-2.6887459608310205,1009.5410237630208,43.14673983077619,7:30,1.2329548102130723,1.5448656530019744,6.0000000000000036,-36.061314978323814,-5.081983789283086,-6.220375455675787,2.1830342239809775,-0.6445616349421852,58.31452815617608,-3.7170732800663315,-4.424446607946663,0.40059686035068454,59.83333138805457,36.78338023114556,27.918491040393278,2935.342224121094,63.6986216653421,89.67990631647297,45.834820452487804,185.49895268455538,,38.37121729531673,3.606723371074557,6.28024383436036,-8.263506814425678,-2.0933906844164305,49.999999999999964,-0.5713499921881785,3.5730219315929577,-95.13886357712057,15.76286017857394,5.585244080251065,18.632537481694968,-39.52307993174391,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,c12deb66-60dc-41e9-a13f-628a89151498,63.6316602036333,1.2263756747917927,1.5448696514621747,6.450721814424001,-2.6889588204323838,58.34699839510237,2.188018034842871,-0.6445155277823514,-3.6080499652220275,-4.423368764307986,0.40054767445482325,-6.218280304462175,-6.65808421407586,-36.50013132095226,,811.525098267388,-600.4998697273751,80.38554938980717,0.5864967011529513,-0.5948246337618234,0.5497320025310684,22.437247084184616,42.34353473358996,35.82767860943917,0.5746288109448076,-0.27428372749774604,2.0154619359698556,115.14921895001396,145.43217945925397,35.225488619485105,-4.489622884905259,0.5329386011911397,0.8305244829977183,0.05255675364649259,-0.5544969529109376,,,1.0,0,1.0,30.347072727918913,high,high,,,37.0,Kayla Smith,smithka17,Queens charlotte,2022-11
9,04/09/2024,6:52:10 PM,2,1,Jordan Dunn,dunn-jo10,Right,Queens charlotte,Taylor Ensley,,,Nc state 2024 roster,,1,Bottom,1,0,0,Screwball,,Foul,,,,,,,62.74469949927392,7.5200385278654975,0.02229989497351104,883.2919133504232,60.37380012123708,8:00,0.5191163732975194,1.0528535644133246,6.0000000000000036,-33.44966760432191,-1.615778370702035,-4.817444592508821,2.4289401199547935,0.6652490964807319,57.327746346036534,-1.797665430879111,-1.3258222216516973,0.40608446240459395,,,,,,,,,,,,5.634521413872284,-4.598360519789275,-0.9996918008127917,50.00000000000002,-1.5309860305755556,-0.7208864244851617,-93.7323161730058,17.125576603561704,4.875838570047083,17.772758010310447,-36.15324532144787,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,1a14c399-aa25-4f75-a585-74f944d4ca1e,62.83474758183569,0.5137536760198147,1.0536968840392105,7.612981004076667,0.007138834824012908,57.3844424659455,2.4331936290099563,0.6647056095279508,-1.7038046778198794,-1.337630919729646,0.4060093912946878,-4.7210976201008314,-3.048226830280177,-56.21444323861003,,491.1863678359432,-734.1257087463869,55.608611424146225,0.27489528300349614,-0.8311246799053865,0.4833884047374289,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Kayla Smith,smithka17,Queens charlotte,2022-11
10,04/09/2024,6:52:30 PM,2,2,Jordan Dunn,dunn-jo10,Right,Queens charlotte,Taylor Ensley,,,Nc state 2024 roster,,1,Bottom,1,0,1,Riseball,,BallCalled,,,,,,,62.978206530946366,10.807422272482107,-1.1690030784653402,1062.5853617900125,57.07011820488943,8:00,0.7239658173631957,1.0368716058016936,6.0000000000000036,-34.07936159548275,-1.8816352780545884,-4.239515559322174,4.678094226482811,-0.04252719769064181,57.0290674008666,1.4004778436384295,-2.3543516483051277,0.40839848720818006,,,,,,,,,,,,4.533223979237537,-6.112287042923227,-1.2598076322754663,49.99999999999997,-2.098522381301135,1.3026894889146758,-93.1907908932533,22.607904298891427,3.8784582712659392,17.541092169135812,-37.40349563732096,NC State 2024 Roster,Queens Charlotte,,Softball,,a569e2e0-0b8e-4e9b-a258-e54b315b75a5,16b271ea-9a86-472e-a58e-065710a5fbfb,63.07749998380508,0.7184736319908807,1.0381927820264378,10.902445327465758,-1.19311989539457,57.09383307272464,4.682676058368618,-0.04345922920838556,1.4997085684459754,-2.3742810684922384,0.40832074902978416,-4.086745739233939,-3.3324292315223887,-57.93941643309482,,564.0369623975637,-900.5275987662683,53.08156715498104,0.2885579109962061,-0.847487299513759,0.4455329495832848,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Kayla Smith,smithka17,Queens charlotte,2022-11
