PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/18/22,6:02:02 PM,1,1,Maddie Mcpherson,,Left,Nc state,Sarah Coon,,Right,Virginia,,1,Top,0,0,0,Riseball,4,StrikeCalled,,,,0,0,,62.02614085,6.004343129,-0.971985436,1921.618745,219.6799499,1:15,1.024820733,0.416267662,6,-23.06630268,9.57241945,6.203834228,2.845853495,0.329547978,56.33671297,-0.456638803,0.771783115,0.411185788,,,,,,,,,,,,-7.624324173,8.797305716,-0.698132333,50,-0.57067131,2.446491938,-93.16026586,13.01970577,-6.43910226,19.07294481,-24.74430895,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,0b4987d1-a707-11ec-a634-2d72dbb41243,62.14944751,1.023311624,0.416577947,6.030184284,-0.977356608,56.43414261,2.847515736,0.329181435,-0.419525153,0.763607295,0.411062606,6.235752855,8.163870484,45.68557213,62.6442564,1342.434168,1374.950582,69.85954795,-0.537655176,0.715516845,-0.44605219,,,,,,,,,,,,,,,,,0.940197419,0,,,medium,high,33.62016924,-83.70965135,37
2,3/18/22,6:02:23 PM,1,2,Maddie Mcpherson,,Left,Nc state,Sarah Coon,,Right,Virginia,,1,Top,0,0,1,Fastball,2,StrikeCalled,,,,0,0,,69.38132054,5.636650474,-0.882046591,,,,1.569722565,0.044277976,6,,,,3.019445833,-0.503557096,63.83266896,-1.2586879,-0.882046591,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,175fdf6e-a707-11ec-81e2-57e1dd130024,69.48285677,1.566702294,0.044277976,5.688941899,-0.882046591,63.90682453,3.021957585,-0.503557096,-1.203368685,-0.882046591,0.365174704,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,3/18/22,6:03:05 PM,1,3,Maddie Mcpherson,,Left,Nc state,Sarah Coon,,Right,Virginia,,1,Top,0,0,2,Riseball,3,InPlay,,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,e04cfff7-3bc3-47e6-9a6a-f3253ad06882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3/18/22,6:03:32 PM,2,1,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,0,0,Riseball,4,BallCalled,,,,0,0,,69.56433335,5.208021438,1.622508755,,,,1.311978719,0.280842659,6,,,,2.506392054,1.288765195,64.05650805,-1.647469688,1.622508755,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,40d3183d-a707-11ec-912d-8d2c3963e622,69.66439358,1.309027884,0.280842659,5.25971257,1.622508755,64.13039427,2.508877758,1.288765195,-1.592335529,1.622508755,0.364062461,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
5,3/18/22,6:03:43 PM,2,2,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,1,0,Riseball,3,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,d5024952-fa87-4efe-8f47-ace368800e8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3/18/22,6:04:06 PM,2,3,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,1,1,Riseball,4,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,6d70e205-8235-43a3-aa42-33108b4326a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3/18/22,6:04:22 PM,2,4,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,1,2,Dropball,1,BallCalled,,,,0,0,,69.87357707,4.320125763,0.686734925,,,,1.420916456,1.213721429,6,,,,2.083690185,1.640236054,64.46065217,-2.459654286,0.686734925,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,5e4da27d-a707-11ec-b8a1-97ba28e89871,69.97192437,1.417987073,1.213721429,4.37138935,0.686734925,64.53336474,2.086171725,1.640236054,-2.405187972,0.686734925,0.361855212,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
8,3/18/22,6:05:02 PM,2,5,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,2,2,Riseball,4,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,9aff1c62-d863-47ec-b25c-0092437f4bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3/18/22,6:05:10 PM,2,6,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,2,2,Fastball,2,Foul,,,,0,0,,67.9755709,5.486686484,-3.298759776,,,,1.538942788,1.320113836,6,,,,2.807996744,-0.730835454,62.56085562,-1.707151385,-3.298759776,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,7b4116ae-a707-11ec-9041-8bebabbaeffd,68.07490041,1.535812967,1.320113836,5.541149818,-3.298759776,62.63296436,2.81061009,-0.730835454,-1.649364676,-3.298759776,0.373226865,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
10,3/18/22,6:05:37 PM,2,7,Maddie Mcpherson,,Left,Nc state,Lauren Vanassche,,Left,Virginia,,1,Top,1,2,2,Riseball,1,BallCalled,,,,0,0,,68.88824159,2.295532157,2.182031017,,,,1.816564894,0.783082628,15.25412401,,,,1.74640258,1.786279423,65.01345247,-2.746678092,2.182031017,,,,,,,,,,,,,,,,,,,,,,,,NC State,Virginia,,Softball,,bd93ce28-b842-4d1e-a5fc-abfaa3fbfdc5,8b6d97f0-a707-11ec-b2c9-c367013291b0,68.94127012,1.815271668,0.783082628,2.325686345,2.182031017,65.05145097,1.747369449,1.786279423,-2.718470705,2.182031017,0.268557722,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,low,high,,,27.74587599
