PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/22/22,5:02:11 PM,1,1,Aisha Weixlmann,,Right,Nc state,Alexa Pagano,,Right,Campbell,,1,Top,0,0,0,Curveball,2,StrikeCalled,,,,0,0,,69.60917357,5.415586049,-1.548712972,1648.886991,91.02255053,9:00,1.10105429,1.39760092,6,-24.04657891,1.696626961,-6.194552039,2.471787053,-0.080668588,63.72256462,-1.304848002,-3.282013774,0.365176513,,,,,,,,,,,,6.657849952,-0.037212308,-1.687458858,50,-0.371026118,1.847862427,-104.4745964,13.69983821,7.126128661,22.77895708,-32.21387921,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,584a0523-aa23-11ec-aa3e-cd4c8349318b,69.70652362,1.097556053,1.397642038,5.477468984,-1.54979648,63.79402477,2.474765326,-0.080595904,-1.239718849,-3.280169035,0.365103695,-6.186092436,0.47830203,-60.44075131,2.39288693,813.434388,-1434.277799,49.33233099,-0.008803811,-0.869846028,0.493244748,,,,,,,,,,,,,,,,,0.940884194,0,,,medium,high,87.84640176,-17.88362513,37
2,3/22/22,5:02:28 PM,1,2,Aisha Weixlmann,,Right,Nc state,Alexa Pagano,,Right,Campbell,,1,Top,0,0,1,Riseball,3,BallCalled,,,,0,0,,69.67360483,6.266231254,0.26976572,,,,0.913026727,1.266904862,6,,,,2.77055882,1.434443109,64.01377051,-0.579966182,0.26976572,,,,,,,,,,,,,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,62a75f94-aa23-11ec-a199-15e0a032ece9,69.77685052,0.910036926,1.266904862,6.317962074,0.26976572,64.08961167,2.773036673,1.434443109,-0.524889309,0.26976572,0.364026354,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,3/22/22,5:02:46 PM,1,3,Aisha Weixlmann,,Right,Nc state,Alexa Pagano,,Right,Campbell,,1,Top,0,1,1,Dropball,1,InPlay,,FlyBall,Out,1,0,,69.44691812,5.062042863,-2.661147692,,,,1.041058984,1.893751761,6,,,,2.137599437,0.239866337,63.96696114,-1.818660277,-2.661147692,,59.41657779,43.59704677,-6.806816249,,-13.21808645,109.2029404,47.60669347,175.4051583,,-6.866251925,3.456496631,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,6dc578e6-aa23-11ec-b9ec-2b19b6eb0b07,69.54740518,1.03803707,1.893751761,5.114394534,-2.661147692,64.04005165,2.140090961,0.239866337,-1.763628275,-2.661147692,0.36484613,,,,,,,,,,,-5.099997007,42.72662558,40.97261541,-0.346271444,2.058935591,2.353633296,-20.97004959,174.1471406,,,,,,,,,,0,,28.51352674,low,high,,,37
4,3/22/22,5:03:16 PM,2,1,Aisha Weixlmann,,Right,Nc state,Samantha Fontaine,,Right,Campbell,,1,Top,1,0,0,Dropball,2,InPlay,,GroundBall,Out,1,0,,70.33418432,4.784958626,-2.760186234,,,,1.301677946,1.616592676,6,,,,2.277582815,-0.09893816,64.81366627,-1.920844375,-2.760186234,,63.36971296,-13.18312555,-18.54535346,,35.44217559,-104.1338187,7.479751433,10.39644897,,-15.89116352,0.097370171,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,7f0b94ca-aa23-11ec-b75b-35ffcd61dd45,70.43425106,1.298800954,1.616592676,4.83555471,-2.760186234,64.88809768,2.28004362,-0.09893816,-1.866799105,-2.760186234,0.36012733,,,,,,,,,,,-19.62390355,58.49574575,-14.45235826,0.008488404,1.728218115,2.244948617,-2.846660947,9.999133594,,,,,,,,,,0,,33.13127111,low,high,,,37
5,3/22/22,5:03:46 PM,3,1,Aisha Weixlmann,,Right,Nc state,Claudia Ware,,Left,Campbell,,1,Top,2,0,0,Screwball,1,BallCalled,,,,0,0,,70.31177689,6.510491842,1.187229717,1594.317068,92.15070211,9:00,0.908016104,1.375189382,6,-24.06571823,1.213528474,-5.900402837,2.964220783,1.620919317,64.24766303,-0.199695982,-0.465037342,0.361870838,,,,,,,,,,,,7.322228628,-0.959236619,-1.046945619,50,-0.81582962,-3.121771274,-105.2770235,15.85087483,7.979930326,22.68953445,-33.21944734,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,90c7ef87-aa23-11ec-bb09-cdd64eee267c,70.41261755,0.904341582,1.375284276,6.573904315,1.185230744,64.31980789,2.967143434,1.620948879,-0.13466594,-0.464142932,0.361798509,-5.886282984,0.043352292,-59.81951076,2.106522589,801.5040056,-1378.201089,50.27256005,-0.018866296,-0.864446048,0.502371468,,,,,,,,,,,,,,,,,0.847169852,0,,,medium,high,91.89587033,-0.486904563,37
6,3/22/22,5:04:04 PM,3,2,Aisha Weixlmann,,Right,Nc state,Claudia Ware,,Left,Campbell,,1,Top,2,1,0,Dropball,1,InPlay,,GroundBall,Out,1,0,,71.07663739,5.269769038,-0.409316311,1711.484152,57.22890648,8:00,1.081961818,1.844766836,6,-26.8394302,-2.215572969,-5.053513712,2.127456821,1.169431957,65.16919728,-2.230377238,-1.824144209,0.357149104,,,,,,,,,,,,5.752489857,-4.512912958,-1.887266459,50,-0.384656998,-0.053434678,-106.6875262,14.17234449,6.436166723,23.35661231,-37.22331711,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,9c0da823-aa23-11ec-9afe-55ccd91e8a1b,71.16272194,1.077179387,1.845675085,5.353141179,-0.425830303,65.22637751,2.131211795,1.168860211,-2.147868098,-1.836321737,0.357090358,-4.948195667,-3.486702769,-62.16536206,91.00995795,799.1284334,-1513.463495,46.69213165,0.252737068,-0.884298866,0.392606024,,,,,,,,,,,,,,,,,0.755597517,0,,,medium,high,8.091037845,70.15925913,37
7,3/22/22,5:06:12 PM,1,1,Kayla Howland,,Right,Campbell,Kaylee Lambrecht,,Right,Nc state,,1,Bottom,0,0,0,,,InPlay,,FlyBall,Out,1,0,,62.67657392,6.464847328,-3.50103431,,,,1.0521514,2.129417387,6,,,,2.54712517,-0.047597267,57.58817764,-2.022010417,-3.50103431,,66.4911867,35.17589091,5.382131919,,9.828953501,109.5599912,42.92052916,202.4329399,,5.243198021,3.2147841,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,eabc3c87-aa23-11ec-b989-197a337de955,62.77153027,1.04846125,2.129417387,6.528749255,-3.50103431,57.65475635,2.550277137,-0.047597267,-1.953292607,-3.50103431,0.405599196,,,,,,,,,,,5.097823914,54.1094462,38.30480298,-0.128643149,3.02399925,2.569292022,18.49901014,201.5859166,,,,,,,,,,0,,36.49204481,low,high,,,37
8,3/22/22,5:06:48 PM,2,1,Kayla Howland,,Right,Campbell,Logan Morris,,Right,Nc state,,1,Bottom,1,0,0,,,BallCalled,,,,0,0,,62.74606517,1.783162088,-2.128869704,2145.275314,151.119146,11:00,1.992966987,1.452310931,6,-18.11738844,13.64407325,-6.656380953,1.5917336,-0.425122972,57.18739691,-3.309449142,-3.999371622,0.405622244,,,,,,,,,,,,6.880980473,15.17735257,-1.870187674,50,1.410043194,2.585040547,-94.79921448,5.508898318,5.974096465,20.68045196,-18.99700764,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,fd4c5161-aa23-11ec-8ae6-8566db53d6df,62.87894977,1.9930081,1.450320285,1.781218378,-2.093358674,57.29530553,1.592184732,-0.42349179,-3.298819513,-3.964087163,0.405486486,-6.877926568,12.28475755,-15.20663191,78.29761675,2070.160943,-562.7075996,96.49861393,-0.844966927,-0.262300879,0.466078472,,,,,,,,,,,,,,,,,0.588107527,0,,,medium,high,19.53214493,6.295951391,37
9,3/22/22,5:07:06 PM,2,2,Kayla Howland,,Right,Campbell,Logan Morris,,Right,Nc state,,1,Bottom,1,1,0,,,StrikeCalled,,,,0,0,,62.35231152,5.93225313,-2.681239521,,,,1.052110212,2.42039773,6,,,,2.191536185,0.754007189,57.37719879,-2.624357774,-2.681239521,,,,,,,,,,,,,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,086a4554-aa24-11ec-a129-1955085fdbc3,62.44497551,1.048431888,2.42039773,5.996541432,-2.681239521,57.44217605,2.194719994,0.754007189,-2.555134667,-2.681239521,0.406968005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
10,3/22/22,5:07:24 PM,2,3,Kayla Howland,,Right,Campbell,Logan Morris,,Right,Nc state,,1,Bottom,1,1,1,,,BallCalled,,,,0,0,,51.61790571,3.009074587,-0.558508224,,,,1.849246513,1.427534892,6,,,,0.019246796,1.080664426,48.27409999,-9.310882473,-0.558508224,,,,,,,,,,,,,,,,,,,,,,,,NC State,Campbell,,Softball,,85d952a0-e431-4f58-b8b4-6737da172a9a,12fb6d4a-aa24-11ec-bd74-f593428cb58c,51.68755746,1.843880271,1.427534892,3.103680715,-0.558508224,48.31117086,0.02374075,1.080664426,-9.214237608,-0.558508224,0.489146232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
