PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/5/22,1:03:17 PM,1,1,Sam Gress,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,0,0,Fastball,1,StrikeCalled,,,,0,0,,65.11491842,5.727096648,-3.137686496,874.4120524,325.6870832,4:45,1.463643291,1.747426688,6,-32.92638774,-3.495200206,3.465788487,2.293820977,0.085643418,59.72945475,-3.454001889,-2.169772589,0.39045898,,,,,,,,,,,,-5.173036321,-6.143833728,-2.494665774,50,-0.170886868,5.855703227,-97.47942085,14.65612379,-4.841924347,19.21163597,-37.92463324,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,898f64ba-9cae-11ec-a210-e1d40e25624e,65.19657526,1.458724445,1.74976724,5.812438213,-3.179049911,59.77939739,2.297727575,0.083916226,-3.368853222,-2.207285422,0.390395735,3.726177319,-4.884985021,-39.59811931,77.17905572,673.7643575,-557.3491078,77.05341613,0.63643905,-0.637398703,-0.434359562,,,,,,,,,,,,,,,,,0.994546713,0,,,medium,high,20.53884985,45.79662062,37
2,3/5/22,1:03:39 PM,1,2,Sam Gress,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,0,1,Dropball,1,BallCalled,,,,0,0,,63.21703587,3.96250034,-1.108636527,698.8190604,344.2975038,5:30,1.639281708,1.66194978,6,-35.18198152,-4.16195797,1.49522021,1.172738468,1.097950891,58.3016664,-5.863072927,-0.689966474,0.400859873,,,,,,,,,,,,-2.149692931,-6.305148586,-1.928428804,50,0.387881974,2.054349343,-95.04705259,11.64441162,-1.909231679,18.51951083,-37.77391422,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,96338978-9cae-11ec-8aa1-a97986167072,63.28530548,1.633886037,1.663208682,4.057630972,-1.131124035,58.33943561,1.177021334,1.09701647,-5.769851988,-0.710397069,0.400801888,1.636553765,-5.691567914,-26.54638103,59.50155804,625.1445715,-312.317697,89.45728687,0.86118737,-0.446922121,-0.242109337,,,,,,,,,,,,,,,,,0.992241464,0,,,medium,high,36.44859777,-17.59378811,37
3,3/5/22,1:04:01 PM,1,3,Sam Gress,,Right,Nc state,Campbell,,Left,Syracuse,,1,Top,0,1,1,Fastball,4,InPlay,,GroundBall,Single,0,0,,64.42366508,5.950542175,-4.015899022,,,,1.692308243,2.43797164,6,,,,3.004003278,-0.060179917,59.25279043,-2.074749765,-4.015899022,,44.39248806,5.331896857,-9.876351843,746.3941632,,,,45.99238877,,-10.557723,0.69237885,,,,,,,,,,,,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,a41aa5dc-9cae-11ec-bcb5-edd2afdb05aa,64.52032823,1.688765378,2.43797164,6.011590962,-4.015899022,59.32049069,3.006937371,-0.060179917,-2.010359526,-4.015899022,0.394449153,,,,,,,,,,,-7.581364039,43.54536611,4.125167434,-0.117034715,3.429716325,3.065911294,-8.42700231,45.21377507,-1.210040186,1.212218593,0.016010682,0.405059663,-0.094248983,0.909419484,,,,0,0.932353248,20.33625884,low,high,,,37
4,3/5/22,1:04:35 PM,2,1,Sam Gress,,Right,Nc state,Galipeau,,Left,Syracuse,,1,Top,0,0,0,Changeup,1,BallCalled,,,,0,0,,47.82211459,6.120600388,-0.989582022,963.189304,69.58530431,8:15,1.526130081,1.221939099,6,-52.64450223,1.695186643,-0.236376397,0.955358918,0.587603671,44.40968597,-8.502218472,-1.055616507,0.530554615,,,,,,,,,,,,-0.065687501,-0.142046494,-1.44412125,50,-0.395764054,1.210565771,-71.57441678,13.41165799,-0.033292495,10.0299337,-32.24604322,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,b7b055b8-9cae-11ec-9707-31e8cd0c9de0,47.90136496,1.51968579,1.216165502,6.23180019,-0.887949406,44.44040088,0.960784095,0.591789526,-8.385473778,-0.96461835,0.53044484,-0.87448925,-0.467790662,87.66898054,41.81295374,39.17553707,962.3922863,4.067272851,0.014187154,0.999172522,0.038118178,,,,,,,,,,,,,,,,,0.898574396,0,,,medium,high,52.36834164,34.06153817,37
5,3/5/22,1:04:55 PM,2,2,Sam Gress,,Right,Nc state,Galipeau,,Left,Syracuse,,1,Top,0,1,0,Fastball,1,InPlay,,GroundBall,Error,0,0,,65.26229223,3.33726947,-1.30986524,,,,1.931940067,1.598411772,6,,,,1.690083032,0.784783028,60.39902873,-4.416461525,-1.30986524,,60.41275324,5.352765314,-14.03602465,1187.835672,,,,63.2331381,,-16.45072362,0.767093601,,,,,,,,,,,,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,c3bf7b54-9cae-11ec-80df-89d62dfe1065,65.35237889,1.92857255,1.598411772,3.396235613,-1.30986524,60.46291059,1.692926232,0.784783028,-4.354536774,-1.30986524,0.387054855,,,,,,,,,,,-14.58812664,58.35345369,5.635757096,-0.715948026,0.551378431,1.611401431,-17.90703166,60.64460381,-3.967303019,6.994825481,0.098224887,0.576161919,0.091428915,0.81220576,,,,0,0.990708458,32.34206726,low,high,,,37
6,3/5/22,1:05:45 PM,3,1,Sam Gress,,Right,Nc state,Jasso,,Left,Syracuse,,1,Top,0,0,0,Fastball,1,StrikeCalled,,,,0,0,,65.63542076,6.505945637,-2.035607489,1077.682916,316.6494396,4:30,1.456635857,1.956091065,6,-32.05664099,-3.04952776,4.415157092,2.845760592,1.059282112,60.064519,-2.433381515,-0.800526117,0.387635709,,,,,,,,,,,,-5.888284091,-5.910749213,-2.462224756,50,-0.346837128,4.147632146,-98.20794456,15.97717548,-5.592070856,19.55028871,-37.78745544,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,e17e5b5e-9cae-11ec-bb70-ddd16773baaf,65.72251954,1.452212023,1.959050681,6.584395463,-2.089237753,60.12077875,2.849468208,1.057002941,-2.352294981,-0.850138122,0.387568916,4.752492517,-4.394995068,-49.7788774,86.79190664,695.9021234,-822.8734419,64.57392182,0.469560429,-0.763558028,-0.443274341,,,,,,,,,,,,,,,,,0.993471058,0,,,medium,high,11.88728403,58.39721834,37
7,3/5/22,1:06:07 PM,3,2,Sam Gress,,Right,Nc state,Jasso,,Left,Syracuse,,1,Top,0,0,1,Fastball,1,InPlay,,GroundBall,Out,1,0,,65.61401711,5.01919765,-0.519283379,,,,1.740191996,1.352920575,6,,,,2.564029538,1.03041271,60.48084277,-2.680640571,-0.519283379,,56.55917432,-15.27987733,5.608007084,,-11.89682228,-109.3547695,6.351772318,10.11371072,,-0.941098166,0.107206254,,,,,,,,,,,,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,eea9f6b3-9cae-11ec-83c1-b7c00efe34d5,65.70874666,1.736845028,1.352920575,5.077431546,-0.519283379,60.54863892,2.566856056,1.03041271,-2.618772945,-0.519283379,0.385719026,,,,,,,,,,,5.331692699,54.29867265,-14.90528097,-1.014739363,1.657951949,2.542026191,-0.166112875,10.11234646,,,,,,,,,,0,,29.07490459,low,high,,,37
8,3/5/22,1:06:53 PM,4,1,Sam Gress,,Right,Nc state,Breen,,Right,Syracuse,,1,Top,1,0,0,Changeup,2,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,dc8c55d7-68c8-4f20-9cb0-53796dc92ed1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3/5/22,1:07:01 PM,4,2,Sam Gress,,Right,Nc state,Breen,,Right,Syracuse,,1,Top,1,0,1,Dropball,2,InPlay,,GroundBall,Out,1,0,,62.58588541,4.812275238,-3.218519294,630.4495844,345.2713448,5:30,1.763096622,2.141578063,6,-35.94776402,-4.154264307,1.450088698,1.767875497,0.261464109,57.60566886,-5.2133884,-2.813620082,0.405826769,,,,,,,,,,,,-2.858875802,-6.599118329,-2.887071492,50,0.308322191,5.483287581,-93.84614051,13.02108005,-2.477216426,17.95693742,-37.89218687,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,0ee9cce3-9caf-11ec-a01b-b5abceefb7e7,62.6550592,1.757559151,2.142412798,4.909855511,-3.233430947,57.64371823,1.772313968,0.26083363,-5.117269112,-2.82729581,0.405768651,1.543989091,-5.705572312,-11.46963263,58.24486446,617.8596535,-125.363978,98.00302337,0.947827146,-0.198848538,-0.249164523,,,,,,,,,,,,,,,,,0.991977401,0,,,medium,high,37.57962199,-31.58705007,37
10,3/5/22,1:07:35 PM,5,1,Sam Gress,,Right,Nc state,Casares-maher,,Right,Syracuse,,1,Top,2,0,0,Dropball,2,BallCalled,,,,0,0,,60.79628115,5.523691569,-5.613886702,626.811411,349.6790592,5:45,1.715730951,2.3499473,6,-38.44553314,-4.451287678,1.072522004,1.969656417,-1.058359599,55.87233649,-5.161992912,-5.316272291,0.419637437,,,,,,,,,,,,-3.294726811,-7.217326877,-3.638485803,50,0.069073939,9.069883888,-90.77238657,14.10287133,-2.670103247,16.83706346,-38.02309536,NC State,Syracuse,,Softball,,4b65eb63-2238-422a-b48c-b82153f7ba5a,23067ee6-9caf-11ec-9e4b-0d7ad063b170,60.86310432,1.709695491,2.350375132,5.629802652,-5.621491096,55.90585014,1.974394005,-1.058679895,-5.059080063,-5.323227429,0.419580726,1.12076495,-6.123558398,1.868793814,42.31107543,626.4780261,20.44083569,99.94681257,0.983296354,0.032610823,-0.179066508,,,,,,,,,,,,,,,,,0.959854419,0,,,medium,high,51.92003211,-31.06712904,37
