PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
1,3/18/23,14:02:49,1,1,Aisha Weixlmann,weixlai10,Right,North carolina state,Maddy Carpe,carpema10,Right,Boston college,NA,1,Top,0,0,0,Dropball,NA,BallCalled,NA,NA,NA,0,0,NA,70.42479988,6.95085159,-3.878184692,1791.699132,243.2310565,8:00:00,1.186857726,2.72183464,6,-25.46839775,-0.13019494,-3.6959549,3.412551342,0.001621017,64.4215667,-0.129275582,-4.906922441,0.362292569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.912576599,-2.682568378,-3.566241088,50,-0.655741649,6.537743021,-105.1182319,16.89863037,3.166697598,22.51589992,-35.09067085,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,5c116c71-ae36-42be-8ed4-5d3f2c2a51e7,70.51936819,1.182952674,2.723579293,7.019233299,-3.910018548,64.48956383,3.415845461,3.80E-04,-0.057825414,-4.933177799,0.362228072,-3.49344045,-1.314871572,-70.86783339,NA,587.2264231,-1692.734742,32.77483438,0.147615776,-0.944765062,0.29262358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
2,3/18/23,14:03:03,1,2,Aisha Weixlmann,weixlai10,Right,North carolina state,Maddy Carpe,carpema10,Right,Boston college,NA,1,Top,0,1,0,Dropball,NA,BallCalled,NA,NA,NA,0,0,NA,70.02131517,3.894695442,-1.536954764,1634.310226,231.7383447,7:45:00,1.309320751,1.824443698,6,-26.14202802,-0.896595779,-2.963462803,1.554208791,0.622739329,64.51261109,-3.405885494,-2.365199065,0.361628731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.913722575,-2.437137706,-2.143641735,50,0.162760742,2.350065361,-105.2123679,11.33733635,3.179287949,22.26865426,-34.8333153,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,28158d77-3c71-4ac6-b353-79df61575640,70.10708112,1.305247298,1.826412686,3.96582946,-1.572350642,64.57132866,1.557460278,0.621384812,-3.334276199,-2.394520278,0.361566822,-2.739360794,-2.067011639,-74.46031746,NA,437.8410291,-1574.568241,26.79057025,0.165901594,-0.963445138,0.21035714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
3,3/18/23,14:03:18,1,3,Aisha Weixlmann,weixlai10,Right,North carolina state,Maddy Carpe,carpema10,Right,Boston college,NA,1,Top,0,2,0,Dropball,NA,BallCalled,NA,NA,NA,0,0,NA,70.70189805,6.670630393,-4.564469991,1742.310902,256.6430379,8:30:00,1.386395884,2.278083672,6,-24.05492692,1.130305394,-4.263429018,3.556649827,-0.917961595,64.66326435,-0.01722505,-5.749278606,0.361197306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.300743387,-1.146047965,-3.273458918,50,-0.378438544,7.745443197,-105.5387952,16.21984392,3.610875875,22.99321807,-33.42777836,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,a8cb3237-7ab5-4ea6-880b-68d7b4f57443,70.80115301,1.382940595,2.27929593,6.731477211,-4.586681727,64.73635317,3.559564162,-0.918781523,0.046982322,-5.766797488,0.36112866,-4.121220873,-0.03516654,-69.68256192,NA,604.9670621,-1633.910075,34.72210736,0.080214018,-0.937783304,0.337828633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
4,3/18/23,14:03:37,1,4,Aisha Weixlmann,weixlai10,Right,North carolina state,Maddy Carpe,carpema10,Right,Boston college,NA,1,Top,0,3,0,Dropball,NA,StrikeCalled,NA,NA,NA,0,0,NA,70.18727239,5.592633497,-1.032354198,1780.458662,257.9106763,8:30:00,1.076257234,2.128908703,6,-24.73097087,0.512875476,-3.680215965,2.500266027,1.181014853,64.39910289,-1.308192673,-2.061436654,0.361617373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.929976247,-1.403464016,-2.326403842,50,-0.443976053,1.308935488,-105.2282398,14.25217456,4.288486363,22.31200482,-33.7055439,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,4d120a45-2263-4fb0-8e28-27242993874d,70.27984823,1.072608931,2.130581418,5.656655496,-1.062857333,64.46619689,2.503318048,1.179845172,-1.241359547,-2.08646872,0.361550711,-3.486922391,-0.619383157,-73.80796202,NA,496.4945122,-1709.832228,27.88576465,0.058402931,-0.960332449,0.27267322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
5,3/18/23,14:03:52,1,5,Aisha Weixlmann,weixlai10,Right,North carolina state,Maddy Carpe,carpema10,Right,Boston college,NA,1,Top,0,3,1,Riseball,NA,BallCalled,Walk,NA,NA,0,0,NA,69.64537362,6.977630863,-3.486553667,1776.720557,278.9162721,9:15:00,1.095182269,2.730720827,6,-23.27088516,2.821125116,-4.729510077,3.558165837,0.243898392,63.34761972,0.72455131,-4.001645371,0.36662484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.258457633,0.91372616,-3.475444404,50,-0.726878976,5.593186577,-104.0670096,16.36130845,4.522056879,22.61626981,-31.20376362,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,f8e0a180-6d5f-475f-9a95-7bf3a94ae0ad,69.75214194,1.092192538,2.731582808,7.029211294,-3.502291873,63.42776563,3.560661206,0.24334013,0.782631732,-4.014184663,0.366545585,-4.623858631,1.660911051,-67.64349272,NA,675.8084304,-1643.173424,38.03684422,-0.058953671,-0.924835038,0.375772027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
6,3/18/23,14:04:24,2,1,Aisha Weixlmann,weixlai10,Right,North carolina state,Abigail Knight,knighab10,Left,Boston college,NA,1,Top,0,0,0,Dropball,NA,StrikeCalled,NA,NA,NA,0,0,NA,70.00442151,5.670381389,-3.890419962,1534.257551,249.9262121,8:15:00,1.134466502,2.392469522,6,-24.64569975,0.844777482,-2.755604602,2.621930461,-0.257015272,64.25640577,-1.190364198,-4.657224457,0.363379569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82892961,-1.046858109,-3.249007594,50,-0.405518227,6.683458395,-104.7135791,14.33504627,1.976454687,22.08164238,-33.30534934,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,1541d408-7713-4140-be72-b32436730e1c,70.09987965,1.13101582,2.394241468,5.729908885,-3.922080577,64.32562834,2.624778248,-0.258248048,-1.128045288,-4.683587764,0.363311182,-2.554608632,-0.264716235,-75.47002218,NA,384.9245141,-1485.186639,25.08865045,0.086111784,-0.968016509,0.235645494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
7,3/18/23,14:04:40,2,2,Aisha Weixlmann,weixlai10,Right,North carolina state,Abigail Knight,knighab10,Left,Boston college,NA,1,Top,0,0,1,Riseball,NA,BallCalled,NA,NA,NA,0,0,NA,69.57455201,3.508624839,-1.432893849,1472.334222,291.8562414,9:45:00,1.2687583,1.647488567,6,-22.65613403,2.905229373,-3.552723749,1.563175891,0.461349211,64.05914079,-2.822648148,-2.426169678,0.363884477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.634989087,2.131905499,-1.937200374,50,0.245238858,2.05350205,-104.6108369,10.0078445,3.917459481,22.16159289,-29.87647641,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,fd502ee2-cde8-4d71-bf52-51bf2536ac46,69.67330391,1.266027227,1.648509779,3.557074383,-1.45161103,64.13384188,1.5655728,0.460647696,-2.770064936,-2.441171905,0.363808595,-3.433817223,1.842864759,-72.27951697,NA,448.1396731,-1402.475987,30.43736038,-0.113311918,-0.952552733,0.282495487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
8,3/18/23,14:04:55,2,3,Aisha Weixlmann,weixlai10,Right,North carolina state,Abigail Knight,knighab10,Left,Boston college,NA,1,Top,0,1,1,Dropball,NA,InPlay,NA,LineDrive,Out,1,0,NA,70.17733431,3.514343671,-1.530883061,1571.818271,256.2090498,8:30:00,1.529557924,1.564623133,6,-24.29960443,0.795118883,-2.708786336,1.690682508,0.387915317,64.71713367,-3.270724928,-2.287712903,0.360547699,68.50034988,20.98120295,-28.81928228,2452.126236,NA,NA,NA,182.6302601,NA,-39.18778566,2.577030578,2.623220836,-0.314440152,-1.884963356,50,0.487887598,2.384968351,-105.4707243,10.37088055,2.879343869,22.21124501,-32.51919069,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,c4c55fc0-22d4-45da-ac0a-b633318d6308,70.26757616,1.526131684,1.566462328,3.57380885,-1.563646644,64.78168146,1.693462058,0.386657139,-3.209744351,-2.314806181,0.360480844,-2.501604227,-0.284558752,-78.49818147,NA,313.4190299,-1540.253612,19.93990244,0.047532753,-0.979918379,0.193650738,-30.83116828,56.03700724,24.52734831,-0.639940589,1.645980753,1.878756976,-115.3975022,141.5529172,-34.60335523,-5.236304009,0.438387223,0.539166576,0.05446265,0.840436329,NA,NA,1,0,1,36.46816312,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
9,3/18/23,14:05:25,3,1,Aisha Weixlmann,weixlai10,Right,North carolina state,Hannah Slike,slikeha10,Right,Boston college,NA,1,Top,1,0,0,Dropball,NA,InPlay,NA,FlyBall,Single,0,0,NA,70.63038574,6.468639495,-2.476378852,1660.553621,232.0865771,7:45:00,1.261770949,2.299544032,6,-27.05311704,-1.973890336,-4.113313,3.045596453,0.417863578,64.64757858,-1.071078341,-3.624929155,0.360436358,41.04489503,27.42303716,26.26446973,2309.716906,NA,NA,NA,88.87424833,NA,32.37959777,1.932994037,3.905336679,-4.662860986,-2.820744583,50,-0.483363401,3.912502537,-105.6811396,16.32099591,4.290008977,22.82065732,-37.29619836,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,9bb0ead3-4069-46dd-9325-b2370d9189a3,70.71979072,1.257157268,2.30092794,6.548749879,-2.501370956,64.70834584,3.049308137,0.416922434,-0.990029062,-3.645011417,0.360376125,-3.954606667,-3.228701731,-64.47478485,NA,715.5462756,-1498.476512,43.09082624,0.264780219,-0.902395739,0.33996083,16.12201896,32.67141753,18.90350204,-0.309954705,0.774125411,3.166132742,47.59448027,75.05596222,9.700220868,-2.964877575,0.105747024,0.426374307,-0.175393385,-0.88737935,NA,NA,1,0,1,14.44492487,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
10,3/18/23,14:06:01,4,1,Aisha Weixlmann,weixlai10,Right,North carolina state,Nicole Giery,gieryni10,Right,Boston college,NA,1,Top,1,0,0,Dropball,NA,InPlay,NA,LineDrive,Single,0,0,NA,70.8310412,4.063426518,-2.546592679,1591.099371,258.4879881,8:30:00,1.288359568,1.486011363,6,-23.61444091,1.092092676,-2.815965364,1.850803831,-0.331246719,65.22409869,-2.5265757,-3.332350287,0.357748178,71.02318281,8.390210219,22.62297143,1627.720093,NA,NA,NA,119.4529081,NA,26.64566884,1.33513661,2.384265221,-0.171102359,-2.036050657,50,0.127913709,4.274870852,-106.3323187,11.37125898,2.658266802,22.68249492,-32.36481516,North Carolina State,Boston College,NA,Softball,NA,6cdcfd3c-d9e9-4bdb-a3f2-e2c6749e4192,33869d85-be1d-45f6-a8fd-a3af8091de85,70.92384106,1.285181749,1.487669248,4.119635334,-2.576811868,65.29257758,1.853484651,-0.332420184,-2.467420697,-3.357701317,0.357681686,-2.62428057,0.033178262,-77.51457455,NA,343.9817633,-1553.471517,21.61912509,0.043146016,-0.976351035,0.211842107,27.02776319,64.85672684,10.36327638,0.447724132,1.78752898,1.896571513,53.57124284,106.7666577,16.21424503,16.76852124,0.298293636,0.611783885,-0.141155629,-0.778328701,NA,NA,1,0,1,38.65272812,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
