PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,4/6/22,5:02:08 PM,1,1,Aisha Weixlmann,,Right,Nc state,Jaden Pone,,,Longwood,,1,Top,0,0,0,Fastball,2,StrikeCalled,,,,0,0,,70.40195377,4.765503884,-2.998398072,,,,1.894407824,1.478599871,6,,,,2.86177563,-0.385246002,64.8767565,-1.928983151,-2.998398072,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,d2b8f2d1-b5ec-11ec-bce2-dfe06fab88e1,70.5017959,1.891565551,1.478599871,4.815871511,-2.998398072,64.95147915,2.864245639,-0.385246002,-1.874872858,-2.998398072,0.359849953,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
2,4/6/22,5:02:26 PM,1,2,Aisha Weixlmann,,Right,Nc state,Jaden Pone,,,Longwood,,1,Top,0,0,1,Curveball,2,BallCalled,,,,0,0,,71.26230656,6.693050817,-4.043038205,,,,1.63002927,1.852588673,6,,,,3.843370972,-0.662501212,65.3986961,0.12580652,-4.043038205,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,dd9a5663-b5ec-11ec-a544-dbe65ecd7b2d,71.36881195,1.627161175,1.852588673,6.742605842,-4.043038205,65.47828884,3.845808105,-0.662501212,0.17914563,-4.043038205,0.357138057,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,4/6/22,5:02:43 PM,1,3,Aisha Weixlmann,,Right,Nc state,Jaden Pone,,,Longwood,,1,Top,0,1,1,Fastball,2,InPlay,,GroundBall,Error,0,0,,69.8223818,3.854789184,-2.336607997,,,,1.491732588,0.837286855,6,,,,1.862256816,-0.614659968,64.47336485,-2.933284618,-2.336607997,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,e78d627d-b5ec-11ec-b29b-01ec313f9058,69.92020355,1.488762528,0.837286855,3.906479639,-2.336607997,64.54490422,1.864731392,-0.614659968,-2.879016979,-2.336607997,0.362192468,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
4,4/6/22,5:03:20 PM,2,1,Aisha Weixlmann,,Right,Nc state,Sydney Guess,,,Longwood,,1,Top,0,0,0,Curveball,2,StrikeCalled,,,,0,0,,70.42367517,6.564845022,-3.87935624,,,,1.127825336,1.856585644,6,,,,3.214231794,-0.556362652,64.64876241,-0.156565204,-3.87935624,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,fddf4b97-b5ec-11ec-9e78-bd4a3aa14c61,70.529267,1.124866043,1.856585644,6.615801628,-3.87935624,64.72657016,3.216710537,-0.556362652,-0.102264426,-3.87935624,0.361217979,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
5,4/6/22,5:03:37 PM,2,2,Aisha Weixlmann,,Right,Nc state,Sydney Guess,,,Longwood,,1,Top,0,0,1,Riseball,4,StrikeCalled,,,,0,0,,70.72339142,8.31912093,-1.049899114,1541.94719,59.48534678,8:00,1.152989672,1.058749454,6,-26.85561301,-1.690989943,-4.204739548,4.11907071,0.056245499,64.48201819,0.861735774,-2.225826073,0.361049491,,,,,,,,,,,,4.534038048,-4.98231433,-1.255011741,50,-1.016374217,1.260346461,-105.4320654,19.71035329,4.963409094,22.51037508,-37.62818649,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,07e9f70a-b5ed-11ec-aa83-cb243c40d775,70.81905837,1.148493857,1.059838567,8.396894401,-1.06972699,64.54816272,4.122728759,0.055513652,0.941185213,-2.241345154,0.360985833,-4.078772148,-2.916257541,-62.53470113,7.654081213,711.1634722,-1368.154835,46.12113027,0.234184054,-0.887290333,0.397333229,,,,,,,,,,,,,,,,,0.882949421,0,,,medium,high,83.11132691,-23.46824113,37
6,4/6/22,5:04:00 PM,2,3,Aisha Weixlmann,,Right,Nc state,Sydney Guess,,,Longwood,,1,Top,0,0,2,Riseball,4,StrikeCalled,Strikeout,,,1,0,,71.32847317,5.305505733,-0.162779076,,,,1.14255002,1.043688111,6,,,,2.498125929,0.942594492,65.66100329,-1.212109692,-0.162779076,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,15c14bd9-b5ed-11ec-80ac-43be5cff461d,71.43191839,1.139683425,1.043688111,5.355100124,-0.162779076,65.73693734,2.500481085,0.942594492,-1.160031571,-0.162779076,0.354964694,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
7,4/6/22,5:04:27 PM,3,1,Aisha Weixlmann,,Right,Nc state,Kayley Devivi,,,Longwood,,1,Top,1,0,0,Screwball,1,BallCalled,,,,0,0,,70.61977018,6.084582425,-0.499778089,,,,1.058918766,1.847124732,6,,,,2.858165939,1.536731515,64.90525558,-0.576681669,-0.499778089,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,259b892e-b5ed-11ec-a81f-d99cbe53d4c6,70.72354587,1.056020694,1.847124732,6.134841015,-0.499778089,64.98223832,2.860591859,1.536731515,-0.522976618,-0.499778089,0.359035874,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
8,4/6/22,5:04:45 PM,3,2,Aisha Weixlmann,,Right,Nc state,Kayley Devivi,,,Longwood,,1,Top,1,1,0,Riseball,4,BallCalled,,,,0,0,,70.72666205,7.375311406,-2.068307321,,,,1.488472587,1.20497054,6,,,,4.096097063,-0.08010237,64.82210021,0.711162601,-2.068307321,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,3055796b-b5ed-11ec-90e9-8b30c547ae32,70.83369537,1.485583233,1.20497054,7.42537034,-2.068307321,64.90213286,4.098564629,-0.08010237,0.76534542,-2.068307321,0.359694752,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
9,4/6/22,5:05:02 PM,3,3,Aisha Weixlmann,,Right,Nc state,Kayley Devivi,,,Longwood,,1,Top,1,2,0,Screwball,1,BallCalled,,,,0,0,,69.7051932,4.728577721,0.360649039,,,,0.806424229,1.61930145,6,,,,1.712262419,1.843284168,64.25136386,-2.090067641,0.360649039,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,3ab75bcf-b5ed-11ec-9a43-97561114a8c0,69.80385156,0.803506519,1.61930145,4.779847464,0.360649039,64.32498126,1.714787532,1.843284168,-2.034952932,0.360649039,0.36291809,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
10,4/6/22,5:05:23 PM,3,4,Aisha Weixlmann,,Right,Nc state,Kayley Devivi,,,Longwood,,1,Top,1,3,0,Fastball,2,StrikeCalled,,,,0,0,,70.390298,5.267171366,-3.426411184,,,,1.541022941,1.712486245,6,,,,2.818884547,-0.4180142,64.79742878,-1.438848893,-3.426411184,,,,,,,,,,,,,,,,,,,,,,,,NC State,Longwood,,Softball,,94cde26a-e7d2-47f7-ad07-a711a39cac4a,46cf5e40-b5ed-11ec-8953-af0edc3f7145,70.49205694,1.538113378,1.712486245,5.317906926,-3.426411184,64.87271164,2.821335762,-0.4180142,-1.384851427,-3.426411184,0.360342859,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
