PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
1,4/11/23,17:02:43,1,1,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,0,0,Dropball,NA,BallCalled,NA,LineDrive,NA,0,0,NA,66.27707764,3.532789027,1.558407475,990.3387377,200.6683808,6:45:00,1.447570135,0.922219077,6,-32.41608442,-4.211004492,-2.079070745,0.943852779,1.717045149,61.10915813,-5.522542645,0.976391373,0.38223917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99549405,-6.205990199,-0.547814708,50,0.321544024,-3.025423256,-99.67940081,11.0447933,2.925946531,20.37460635,-38.23595296,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,e6f57691-9a57-4271-b00e-6459073459e8,66.347741,1.442279327,0.923259158,3.625844848,1.53978605,61.15034921,0.948024525,1.716315715,-5.431450942,0.960506559,0.382182585,-1.96142622,-5.643686831,-49.28818724,NA,645.9530862,-750.6766454,65.22546898,0.610274897,-0.757999881,0.230218874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
2,4/11/23,17:03:01,1,2,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,1,0,Dropball,NA,StrikeCalled,NA,NA,NA,0,0,NA,65.71012114,5.154933121,-3.558977481,1021.228043,195.5759374,6:30:00,1.63440224,2.264257307,6,-33.55386708,-4.631899332,-1.683821021,2.054568005,-0.089198109,60.35314197,-4.203429378,-4.028640955,0.387066371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661063932,-7.306010499,-3.056029145,50,0.125079624,5.874084803,-98.47548752,13.89650946,0.629735388,19.99199779,-39.13382024,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,053b413d-666f-4161-a0d8-06a559d1d094,65.78258793,1.628867692,2.265491219,5.252095201,-3.58110224,60.39480461,2.058999383,-0.090092603,-4.107519373,-4.047860506,0.387011893,-1.543834071,-6.123168438,-43.09894801,NA,745.6749997,-697.7646528,73.01748172,0.703359454,-0.683260372,0.196063108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
3,4/11/23,17:03:18,1,3,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,1,1,Dropball,NA,StrikeCalled,NA,NA,NA,0,0,NA,65.74328326,6.30796067,-2.221600046,1249.050131,213.5861842,7:00:00,1.182074105,2.40709117,6,-31.07944139,-2.204006503,-2.163889174,2.528520072,0.846358663,60.2891517,-2.353745742,-2.825893694,0.386754868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736136867,-4.830723792,-2.889787133,50,-0.566598246,3.493374556,-98.37361062,15.52029601,1.656221345,19.45837404,-36.78241198,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,c2c132b0-a9b9-4375-9e6c-4d00337a43a8,65.82595713,1.177313452,2.409102943,6.391395417,-2.257993412,60.34260705,2.532440659,0.844897365,-2.268116896,-2.857363547,0.386691879,-1.933927543,-3.551839086,-66.63243535,NA,495.4085969,-1146.602177,39.66282733,0.33041303,-0.91797931,0.219411068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
4,4/11/23,17:03:35,1,4,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,1,2,Changeup,NA,BallCalled,NA,NA,NA,0,0,NA,56.69337681,8.263197901,-2.505684712,823.3813075,208.2716611,7:00:00,1.903230628,1.917626946,6,-44.24545671,-4.935167347,-3.564933904,3.388761561,0.063410009,51.70251493,-4.058166372,-3.502126214,0.451257718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.234520579,-8.846421961,-2.451037274,50,-0.426825117,3.243940635,-84.52687137,17.93439351,2.267130899,14.86822043,-38.37465833,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,bae112db-63af-496d-a60c-dac882929e01,56.7577805,1.896187818,1.915583837,8.386548279,-2.469026082,51.72861532,3.394316068,0.064942493,-3.937844301,-3.468920146,0.451201,-3.795742806,-6.937880387,23.16539853,NA,756.9946049,323.9073102,91.93730755,0.809702654,0.393386767,0.435463504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
5,4/11/23,17:03:52,1,5,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,2,2,Dropball,NA,Foul,NA,NA,NA,0,0,NA,66.2452289,4.812846867,-4.35696361,1078.150829,202.1337268,6:45:00,1.587805908,2.135054823,6,-32.58047625,-4.090560404,-2.348545323,1.877500363,-0.771761284,60.88705632,-4.266520205,-5.010627519,0.38416439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13798234,-6.555127704,-3.102140232,50,0.16560221,7.209053202,-99.2420348,13.26649509,1.100516864,20.36647458,-38.51336464,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,bad0be7e-ae40-416c-98a2-f7b1eb2b1c6a,66.31920169,1.582511676,2.13626103,4.906653483,-4.378774518,60.93116928,1.881804062,-0.772635468,-4.173178283,-5.029362362,0.384109076,-2.210014675,-5.556109639,-47.74411236,NA,724.9948296,-797.9922981,67.24428622,0.622888536,-0.740149037,0.253356024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
6,4/11/23,17:04:13,1,6,Rylee Wyman,wymanry10,NA,North carolina state,Celeste Delorenzo,delorce10,NA,South carolina upstate,NA,1,Top,0,2,2,Changeup,NA,StrikeCalled,Strikeout,NA,StrikeoutLooking,1,0,NA,57.71691587,6.305745725,-2.284245171,790.21291,213.9889457,7:15:00,1.559416411,2.489507327,6,-42.20848273,-4.586878216,-4.161525304,1.97721805,0.723339391,52.92908295,-5.473563718,-3.448310418,0.441458801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.003279694,-7.728358739,-2.966700757,50,-0.297756057,2.906522477,-86.46816561,15.06572808,2.932135875,15.71387201,-37.83455788,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,2edb6ec5-4aa7-42eb-b675-81093a2ed284,57.77777342,1.552724663,2.488195425,6.424531459,-2.260596256,52.954376,1.982502062,0.724336502,-5.358326604,-3.426462549,0.441403917,-4.310339527,-6.542342941,3.604950686,NA,788.649315,49.68602363,99.80212992,0.827504813,0.062876755,0.557926785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
7,4/11/23,17:04:38,2,1,Rylee Wyman,wymanry10,NA,North carolina state,Tiffany Domingue,dominti10,NA,South carolina upstate,NA,1,Top,1,0,0,Dropball,NA,BallCalled,NA,NA,NA,0,0,NA,65.57631954,6.683345958,0.052582883,1128.732705,204.3991563,6:45:00,1.532943401,1.808815852,6,-33.67636014,-4.619630099,-2.384410111,2.896177322,1.642771414,60.00920406,-2.712959627,-0.614999373,0.387967094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.803725947,-7.821132798,-1.773096776,50,-0.326352401,-0.44450517,-98.1598949,16.5078821,2.658232855,19.62845441,-39.58932218,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,23823d30-3ce2-4b41-9a5f-5cb424d6fcd8,65.65185701,1.527205502,1.810081784,6.783380179,0.029869263,60.0525214,2.900654593,1.641886929,-2.614581309,-0.634239321,0.387911577,-2.240940524,-6.105658598,-48.85781604,NA,742.6269642,-850.0251238,65.79298722,0.599169987,-0.753079201,0.271784922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
8,4/11/23,17:04:55,2,2,Rylee Wyman,wymanry10,NA,North carolina state,Tiffany Domingue,dominti10,NA,South carolina upstate,NA,1,Top,1,1,0,Dropball,NA,InPlay,NA,FlyBall,Out,1,0,NA,65.91339789,5.322161765,-1.010367858,1334.029355,204.5107158,6:45:00,1.555394393,1.752653536,6,-33.17458634,-4.524907735,-2.583657914,2.106209311,0.909798404,60.50656866,-3.946272001,-1.733663634,0.385240023,44.56391454,44.24688489,-6.345866425,2159.461666,-5.769984407,109.8485652,3.866709169,113.0171896,NA,-2.919118283,3.095849828,2.648318713,-7.23317274,-1.956174369,50,0.013550606,1.358035931,-98.92107438,14.17993702,2.546734535,20.11529521,-39.12977237,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,5c4a884c-4fa5-4507-b3c1-f6cc8e5c3aba,65.98558684,1.549700388,1.754389207,5.422097869,-1.041621652,60.54736232,2.110651486,0.90858076,-3.848677827,-1.760182936,0.385186499,-2.386102355,-6.020078803,-55.20194734,NA,761.3114118,-1095.463032,57.06856515,0.51925757,-0.821168611,0.236756602,-3.52843793,31.72731092,31.09453885,-1.053591343,2.365696145,2.455867069,-5.755534522,112.8705407,7.719724938,-0.065454923,0.311799339,0.913997239,0.213060934,-0.345273929,NA,NA,1,0,1,18.00576908,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
9,4/11/23,17:05:21,3,1,Rylee Wyman,wymanry10,NA,North carolina state,Casey Goguts,gogutca10,NA,South carolina upstate,NA,1,Top,2,0,0,Changeup,NA,StrikeCalled,NA,NA,NA,0,0,NA,58.11411013,7.343234867,-3.937865257,736.0250744,211.7891785,7:00:00,1.815360122,2.128716022,6,-41.72604154,-4.359226084,-3.647884793,2.934665836,-0.624729129,53.13281414,-4.272624127,-4.954367973,0.439961391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.792456077,-7.843116311,-2.987317443,50,-0.278915741,5.492429937,-86.72404758,16.66333656,2.059143379,15.71542256,-37.95752499,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,caa604d1-e5a6-4832-bb98-50f1566f95a3,58.18055733,1.808940842,2.12722269,7.457395927,-3.910857282,53.16391219,2.939941687,-0.623563327,-4.158923865,-4.929266128,0.439901043,-3.818200848,-6.258816647,14.54530812,NA,712.4349869,184.8493969,96.79493426,0.822749395,0.251145516,0.509911132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
10,4/11/23,17:05:35,3,2,Rylee Wyman,wymanry10,NA,North carolina state,Casey Goguts,gogutca10,NA,South carolina upstate,NA,1,Top,2,0,1,Dropball,NA,Foul,NA,NA,NA,0,0,NA,65.55582726,6.845595454,-2.462841615,1161.501438,202.6606742,6:45:00,1.15702524,1.770777033,6,-31.73969892,-2.635560575,-1.349279812,2.787777543,0.127855579,60.04885191,-1.991462013,-2.839504216,0.388283464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702348111,-5.519149962,-2.316434479,50,-0.722351499,4.012794765,-97.96026839,16.48963237,0.664735895,19.22444571,-37.39763748,North Carolina State,South Carolina Upstate,NA,Softball,NA,9dbd40e3-5360-4a4b-b167-bdb383fb01b0,84164141-4258-4b7e-a967-028a399fe403,65.64069425,1.152074754,1.772975448,6.93075798,-2.501751657,60.10192024,2.791657422,0.126320559,-1.906090733,-2.872861178,0.388219749,-1.103556797,-3.993064648,-64.76343918,NA,495.2137713,-1050.642142,42.63565719,0.393443015,-0.90455518,0.16426357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,medium,high,NA,NA,37,Amanda Hasler,hasleam10,North carolina state
