PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
1,2/28/24,6:02:12 PM,1,1,Chandler Dennis,dennich10,Right,Georgia tech,Alyssa Woods,woodsal10,Left,Mercer,,1,Top,0,0,0,Dropball,1,StrikeCalled,,,,,,,67.58080105,4.963450926,-0.751821668,1100.513058,23.42960506,6:45,1.618955431,0.748412766,5.616931134,-31.69184637,-4.352284548,-2.409739901,2.023156325,0.366136149,62.70679929,-4.505198744,-0.789635718,0.379088496,,,,,,,,,,,,2.356802982,-6.649195651,-0.892848408,50,0.227635585,0.994395641,-101.3086762,13.48423332,2.388621287,20.37692605,-38.91301351,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,3147392e-ceb8-45a2-b95c-3c10a3a6cecd,67.65445527,1.613689602,0.75017322,5.054034799,-0.782780998,62.75180911,2.027441837,0.364896391,-4.414099316,-0.815869494,0.379029012,-2.213841824,-5.666355311,-58.70445298,,571.6644733,-940.3875372,51.94526947,0.476623454,-0.854499209,0.206545844,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.38307024,Sara beth Allen,allensa10,Georgia tech,2022-11
2,2/28/24,6:02:31 PM,1,2,Chandler Dennis,dennich10,Right,Georgia tech,Alyssa Woods,woodsal10,Left,Mercer,,1,Top,0,0,1,Dropball,1,BallCalled,,,,,,,66.87391495,3.506212567,1.74752314,1140.498338,32.37360863,7:00,1.581867113,0.549837724,5.167602419,-29.32912956,-1.056287501,-1.53981967,1.223060824,1.288320969,62.4970952,-5.487238022,0.99185825,0.387482477,,,,,,,,,,,,2.128776889,-2.498437464,-0.167260794,50,0.58390196,-3.245158151,-100.3071539,10.25435276,2.11491231,19.98697542,-34.6562149,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,7aa16ae6-c0ed-4c5a-86de-157852eb0518,66.9635695,1.577221919,0.552334146,3.581302771,1.706330335,62.55807692,1.226607965,1.286725,-5.411781561,0.958018192,0.387399613,-1.28619934,-2.30030723,-78.97970032,,218.0139649,-1119.467002,19.11567581,0.161446151,-0.981559521,0.102352559,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.83239896,Sara beth Allen,allensa10,Georgia tech,2022-11
3,2/28/24,6:02:49 PM,1,3,Chandler Dennis,dennich10,Right,Georgia tech,Alyssa Woods,woodsal10,Left,Mercer,,1,Top,0,1,1,Dropball,4,Foul,,,,,,,66.11426023,3.386868234,-1.103642595,1164.931865,51.16539562,7:45,1.70673431,0.497252457,6.084946707,-28.83397877,-0.981388643,-3.326091311,1.392661227,-0.67665079,61.45398535,-5.295780794,-2.499097266,0.381655405,,,,,,,,,,,,3.37394978,-2.494678917,-0.716676334,50,0.634747288,1.425595963,-99.41454045,10.3446922,3.289934539,19.7489932,-34.60660812,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,0ba0c999-803b-4fdd-b334-2c13d56179a7,66.1932073,1.702742353,0.498690824,3.459499105,-1.130371087,61.50974765,1.396219784,-0.677721651,-5.219260762,-2.521980959,0.381585061,-3.154690447,-2.209302807,-70.27207754,,393.2274379,-1096.557538,33.75540232,0.211671482,-0.941306157,0.262940872,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.91505467,Sara beth Allen,allensa10,Georgia tech,2022-11
4,2/28/24,6:03:19 PM,1,4,Chandler Dennis,dennich10,Right,Georgia tech,Alyssa Woods,woodsal10,Left,Mercer,,1,Top,0,1,2,Dropball,1,BallCalled,,,,,,,67.34170651,2.083849411,1.140429351,756.5352522,45.90571587,7:30,1.641519804,0.595357593,6.2392987,-28.10105361,-1.418728178,-2.705607031,0.645519802,1.297383051,62.56637335,-6.013063768,0.598307449,0.372545205,,,,,,,,,,,,3.562027304,-2.406847012,-0.303715236,50,0.863065346,-2.44286237,-101.3907756,8.17269369,3.614760348,20.46022516,-34.6165281,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,7e645101-20f6-4eab-9f2e-c983aaad502f,67.41859198,1.637642107,0.59642907,2.153602604,1.120873335,62.62037898,0.648926504,1.296588989,-5.939766284,0.581237051,0.372476618,-2.578609489,-2.577003625,-68.8406723,,273.0809652,-705.5298535,36.09626444,0.251172662,-0.932580275,0.259241826,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.76070268,Sara beth Allen,allensa10,Georgia tech,2022-11
5,2/28/24,6:03:37 PM,1,5,Chandler Dennis,dennich10,Right,Georgia tech,Alyssa Woods,woodsal10,Left,Mercer,,1,Top,0,2,2,Dropball,4,InPlay,,LineDrive,Single,0,0,,67.54499123,3.544494584,-1.800414032,827.6542799,53.33889612,7:45,1.711453637,0.696416952,5.874242029,-30.0134398,-2.691211988,-5.575970086,1.641272136,-0.534219245,62.32163939,-4.761623598,-2.567267333,0.376357158,55.50589645,9.176405231,5.908929089,895.7422453,,,,76.69207664,,3.254626957,1.030410706,6.093603159,-4.487303651,-0.738142563,50,0.790248986,0.95911342,-101.4174649,10.95807197,6.180399988,20.63290891,-36.72527006,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,070b5a44-9f4b-4828-be0f-b03be3e0eb4c,67.61799988,1.706837241,0.696405429,3.626005189,-1.800356671,62.36898021,1.645171281,-0.53415278,-4.677740782,-2.565744876,0.376298077,-5.575348185,-3.94765913,-46.42685888,,570.4855325,-599.6314404,68.92799884,0.411555786,-0.724495064,0.552927425,5.641066002,54.50439276,8.851784247,0.489732997,0.933066465,1.573563279,4.354070951,76.56837915,-2.944933728,9.193065084,0.110852162,0.51683769,-0.004131652,0.856073438,,,1,1,1,28.19755757,high,high,,,37.12575935,Sara beth Allen,allensa10,Georgia tech,2022-11
6,2/28/24,6:04:14 PM,2,1,Chandler Dennis,dennich10,Right,Georgia tech,Parris Wiggs,wiggspa10,Right,Mercer,,1,Top,0,0,0,Dropball,1,Foul,,,,,,,67.672331,4.582537785,-0.903925519,1072.782353,35.07319462,7:15,1.690213441,0.45895324,5.99658848,-29.87179241,-3.408623492,-3.277047767,2.047825805,-0.207118502,63.0855232,-4.327648283,-1.470533645,0.374286473,,,,,,,,,,,,3.41849849,-5.576579368,-0.63202542,50,0.344142226,1.109341821,-101.5861332,12.83716264,3.482425,20.54187159,-37.85491195,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,4a71ea1c-febe-47aa-883d-df4f0f11fbad,67.7467332,1.68548401,0.460238607,4.666578444,-0.927221864,63.13403324,2.051740123,-0.208009862,-4.243034838,-1.489656225,0.374226065,-3.130629585,-4.655773494,-59.58805256,,543.0570149,-925.1762291,50.62135983,0.414294644,-0.862408136,0.290881685,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.0034129,Sara beth Allen,allensa10,Georgia tech,2022-11
7,2/28/24,6:04:41 PM,2,2,Chandler Dennis,dennich10,Right,Georgia tech,Parris Wiggs,wiggspa10,Right,Mercer,,1,Top,0,0,1,Riseball,1,BallCalled,,,,,,,65.01894523,6.64387644,-1.564360731,1445.603846,92.11374301,9:00,1.812783548,0.571228902,6.371925841,-27.18328349,1.760147858,-6.859108254,3.73622595,-0.447212322,59.57704623,-1.318798473,-2.727635751,0.387057868,,,,,,,,,,,,7.549293139,-0.154085814,-0.863001409,50,-0.037053789,1.604474895,-97.35757874,15.53365515,7.047173978,19.18824393,-32.31788683,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,094264e8-0598-4720-a1bb-065448fc8df1,65.11088411,1.809282792,0.571210431,6.706342052,-1.564187597,59.64320449,3.739350574,-0.447112638,-1.24965852,-2.725350632,0.38697468,-6.858503579,0.542657259,-55.07373258,,827.6397262,-1185.235404,57.25218073,-0.021116555,-0.819889493,0.572132249,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.62807553,Sara beth Allen,allensa10,Georgia tech,2022-11
8,2/28/24,6:05:09 PM,2,3,Chandler Dennis,dennich10,Right,Georgia tech,Parris Wiggs,wiggspa10,Right,Mercer,,1,Top,0,1,1,Dropball,1,Foul,,,,,,,67.55089377,5.426574381,-1.168910451,1141.702144,40.76404321,7:15,1.672516061,0.477170989,5.917032522,-31.04913004,-3.869772357,-4.179332588,2.655276171,-0.092505909,62.32919284,-3.546570038,-0.914861047,0.376337325,,,,,,,,,,,,4.381111472,-6.182478297,-0.700215869,50,0.140321978,1.438969062,-101.2465864,14.33713076,4.433505619,20.39628014,-38.43046475,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,fc6c6dd4-9d6e-405d-9e18-f32d63a3720d,67.62521798,1.667498841,0.478180393,5.514689881,-1.187115274,62.37494399,2.659460553,-0.093200286,-3.456504861,-0.929654131,0.376277856,-4.061943753,-5.164313971,-55.39193919,,648.4406214,-939.6853436,56.79595375,0.430175377,-0.823056477,0.370846574,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.08296885,Sara beth Allen,allensa10,Georgia tech,2022-11
9,2/28/24,6:05:34 PM,2,4,Chandler Dennis,dennich10,Right,Georgia tech,Parris Wiggs,wiggspa10,Right,Mercer,,1,Top,0,1,2,Dropball,1,StrikeSwinging,Strikeout,,StrikeoutSwinging,0,0,,67.27941276,4.494264745,1.981903636,1343.673454,31.44044695,7:00,1.640348419,0.461416179,5.89084352,-30.98525166,-4.044059319,-3.028450068,1.946583831,1.130066095,62.72166848,-4.551416289,0.728635749,0.37764184,,,,,,,,,,,,4.140203948,-6.405734028,0.013719786,50,0.316400019,-3.941284529,-100.9185527,12.72989619,4.166499799,20.12539698,-38.62046862,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,1f12d71d-e369-42f0-a8b6-2da9a4a52b63,67.35042733,1.635054606,0.463193628,4.585706007,1.950565791,62.76671748,1.950781946,1.12883285,-4.461313133,0.702296219,0.377582231,-2.831173027,-5.324789338,-62.71110003,,616.0438896,-1194.130762,45.84773835,0.391165012,-0.888706076,0.239147328,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.10915786,Sara beth Allen,allensa10,Georgia tech,2022-11
10,2/28/24,6:06:47 PM,3,1,Chandler Dennis,dennich10,Right,Georgia tech,Laura Vigna,vignala10,Left,Mercer,,1,Top,1,0,0,Dropball,1,BallCalled,,,,,,,67.59490706,2.699406409,2.113269821,1167.226929,356.6692568,6:00,1.611148259,0.544877934,5.659211413,-29.65060768,-2.089021872,-0.099113339,0.9904974,1.505582401,63.45445825,-5.524658142,1.612551777,0.377853651,,,,,,,,,,,,0.859665862,-3.349652072,-0.076827649,50,0.737978388,-3.76219983,-101.5600477,9.161941193,0.875022532,20.57770454,-35.58353828,Georgia Tech,Mercer,,,,8f88852c-e678-4d88-b986-c74b8d5d59a8,c70b7922-0411-4741-9c83-b91f2ed54683,67.67579708,1.606751419,0.547587171,2.773698157,2.066708603,63.51149589,0.993982764,1.50369556,-5.449983654,1.572205653,0.377779972,0.192476251,-3.292002828,-76.64983638,,269.5146532,-1135.68506,23.09016752,0.230511633,-0.972977089,-0.013415318,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.34078996,Sara beth Allen,allensa10,Georgia tech,2022-11
