GameID,HalfInning,RunScored,StrikeCalled,BallCalled,Foul,StrikeSwinging,Out,Error,HitByPitch,Sacrifice,FoulTip,FieldersChoice,Single,Double,Triple,HomeRun
a3adfbd8-ca83-410f-8fc9-23de1f264219,top1,0.0,1,5,5,2,1,0,1,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom2,2.0,2,6,7,2,1,0,0,0,0,0,0,0,0,1
a3adfbd8-ca83-410f-8fc9-23de1f264219,top2,0.0,2,4,1,3,2,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom3,0.0,1,1,5,1,2,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,top3,0.0,2,0,4,1,2,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom4,0.0,1,2,0,1,3,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,top4,0.0,1,4,4,1,2,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom5,0.0,2,11,8,2,1,0,0,0,0,0,1,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,top5,0.0,1,5,3,4,1,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom6,0.0,1,6,2,5,1,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,top6,1.0,1,0,6,3,1,0,0,0,0,0,0,0,0,1
a3adfbd8-ca83-410f-8fc9-23de1f264219,bottom7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3adfbd8-ca83-410f-8fc9-23de1f264219,top7,0.0,4,1,3,2,0,0,0,0,0,0,0,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,bottom1,1.0,2,11,5,2,1,1,0,0,0,1,1,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,top1,3.0,3,7,4,1,1,1,0,0,0,0,1,0,0,1
5ab44b6e-9880-47f0-826c-eec913483d75,bottom2,0.0,0,5,2,1,3,0,0,0,0,0,2,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,top2,0.0,3,3,5,1,2,0,0,0,0,0,2,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,bottom3,0.0,2,8,3,1,3,0,0,0,0,0,0,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,top3,0.0,1,5,1,2,1,0,0,0,0,0,1,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,bottom4,1.0,2,8,7,3,1,0,1,1,0,0,1,0,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,top4,7.0,6,25,2,5,2,1,1,0,0,0,2,1,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,bottom5,0.0,2,9,7,4,1,0,0,0,0,0,0,1,0,0
5ab44b6e-9880-47f0-826c-eec913483d75,top5,0.0,5,4,1,1,1,1,0,0,0,0,0,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom1,1.0,3,9,2,0,3,0,0,0,0,0,0,1,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top1,1.0,2,4,6,1,2,0,0,0,0,1,2,1,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom2,1.0,5,10,0,0,1,0,0,0,0,1,2,1,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top2,0.0,2,7,9,5,0,0,0,0,0,0,0,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom3,0.0,2,11,2,4,1,0,0,0,0,1,1,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top3,0.0,3,4,2,0,2,0,0,0,0,0,0,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom4,0.0,2,6,0,3,3,0,0,0,0,0,2,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top4,0.0,0,5,1,0,2,0,0,0,0,0,0,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom5,2.0,6,8,3,4,2,0,0,0,0,1,2,1,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top5,1.0,1,3,2,1,2,0,0,0,0,0,2,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom6,1.0,6,6,4,1,2,0,0,0,0,0,1,0,0,1
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top6,0.0,1,4,5,1,2,0,0,0,0,0,1,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,bottom7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9bbf58-a4f9-4045-b3bd-47d2a429effc,top7,0.0,4,7,3,3,1,0,0,0,0,0,0,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom1,3.0,6,8,2,2,2,0,0,0,0,0,0,0,0,2
d9574e31-dad3-43ba-aefd-2b17c8516119,top1,0.0,4,5,7,3,1,0,0,0,0,0,1,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom2,0.0,2,12,8,1,1,0,0,0,0,1,4,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,top2,0.0,1,2,4,4,1,0,0,0,0,0,0,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom3,2.0,6,15,6,1,0,0,0,0,0,0,2,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,top3,0.0,4,3,1,2,1,0,0,0,0,0,0,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom4,2.0,4,5,4,0,2,0,0,1,0,0,1,0,0,1
d9574e31-dad3-43ba-aefd-2b17c8516119,top4,3.0,2,8,13,2,1,0,0,0,0,1,0,1,0,1
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom5,0.0,2,9,0,1,2,0,0,0,0,0,0,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,top5,0.0,4,3,3,1,2,0,0,0,0,0,1,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom6,1.0,7,19,8,3,1,0,0,0,0,0,0,1,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,top6,1.0,2,8,5,3,2,0,0,0,0,0,2,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,bottom7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9574e31-dad3-43ba-aefd-2b17c8516119,top7,0.0,3,6,0,2,3,0,0,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom1,0.0,5,3,1,0,3,0,0,0,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top1,1.0,3,6,2,2,2,0,0,0,0,0,0,0,0,1
2cd6d029-0014-4edc-bde4-039856203a36,bottom2,0.0,3,7,2,1,2,0,0,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top2,0.0,1,3,3,4,0,0,0,1,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom3,0.0,6,5,6,0,2,0,0,1,0,0,2,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top3,0.0,2,6,2,1,3,0,0,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom4,1.0,2,2,6,1,3,0,0,0,0,0,1,0,0,1
2cd6d029-0014-4edc-bde4-039856203a36,top4,0.0,2,6,8,1,1,0,1,0,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom5,0.0,1,2,1,0,3,0,0,0,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top5,0.0,3,3,3,1,2,0,0,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom6,0.0,2,2,4,0,3,0,0,0,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top6,0.0,2,3,1,1,2,0,0,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom7,0.0,3,1,2,0,1,0,0,0,0,1,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top7,0.0,0,1,1,0,3,0,1,0,0,0,0,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,bottom8,0.0,2,3,0,0,3,0,0,0,0,0,1,0,0,0
2cd6d029-0014-4edc-bde4-039856203a36,top8,2.0,2,14,5,1,3,0,0,0,0,0,2,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom1,0.0,1,9,3,2,1,0,0,0,0,0,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top1,0.0,6,5,3,1,2,0,0,0,0,0,0,1,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom2,0.0,2,5,1,6,1,0,0,0,0,0,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top2,3.0,5,14,5,7,0,1,0,0,0,0,2,1,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom3,0.0,3,8,3,3,1,0,0,0,0,0,0,1,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top3,1.0,2,4,0,0,3,0,0,0,0,0,0,0,0,1
c3458917-777d-4409-8ac8-85f716b2221e,bottom4,0.0,0,8,3,4,1,0,0,0,0,1,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top4,0.0,2,6,2,1,2,0,0,0,0,0,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom5,0.0,3,10,2,2,1,0,0,0,0,0,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top5,0.0,1,5,3,3,2,0,0,0,0,0,1,1,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom6,0.0,5,11,0,2,1,0,0,0,0,1,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top6,0.0,1,11,5,2,3,0,0,0,0,0,0,1,0,0
c3458917-777d-4409-8ac8-85f716b2221e,bottom7,0.0,9,12,1,0,1,0,1,0,0,1,0,0,0,0
c3458917-777d-4409-8ac8-85f716b2221e,top7,0.0,2,6,2,0,3,0,0,0,0,0,1,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,bottom1,0.0,3,5,3,4,1,0,0,0,0,0,1,1,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top1,1.0,3,6,2,2,2,0,0,0,0,0,1,0,0,1
03905cb5-d110-4b07-8f42-1da2a3453373,bottom2,0.0,0,4,4,0,3,0,0,0,0,0,2,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top2,0.0,1,6,2,1,2,0,0,0,0,0,0,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,bottom3,0.0,2,4,1,0,3,0,0,0,0,0,0,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top3,0.0,5,5,1,0,1,0,0,0,0,2,2,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,bottom4,0.0,1,5,3,1,2,0,1,0,0,0,1,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top4,0.0,1,4,2,0,2,0,0,0,0,1,1,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,bottom5,1.0,3,3,5,1,3,0,0,0,0,0,2,1,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top5,0.0,2,10,4,1,3,0,0,0,0,0,1,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,bottom6,0.0,0,6,3,0,3,0,1,0,0,0,2,0,0,0
03905cb5-d110-4b07-8f42-1da2a3453373,top6,3.0,0,13,4,1,1,0,0,1,0,0,1,0,0,1
03905cb5-d110-4b07-8f42-1da2a3453373,bottom7,2.0,1,5,4,0,4,0,0,0,0,0,0,0,0,2
03905cb5-d110-4b07-8f42-1da2a3453373,top7,0.0,1,6,1,1,3,0,0,0,0,0,0,0,0,0
8a305a47-40dc-49e2-8231-a3e67c507197,bottom1,0.0,4,9,0,2,2,0,1,0,0,0,0,0,0,0
8a305a47-40dc-49e2-8231-a3e67c507197,top1,2.0,3,5,7,3,2,0,0,1,0,0,0,1,0,0
8a305a47-40dc-49e2-8231-a3e67c507197,bottom2,3.0,4,22,11,7,1,0,0,0,0,0,1,1,0,0
8a305a47-40dc-49e2-8231-a3e67c507197,top2,0.0,1,6,1,2,2,0,0,0,0,0,0,0,0,0
