PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,4/27/22,3:31:06 PM,1,1,Aisha Weixlmann,,Right,Nc state,Alison Guckin,,Left,Norfolk state,,1,Top,0,0,0,Fastball,2,BallCalled,,,,0,0,,70.96199783,7.00525411,-4.988101559,,,,1.233331856,2.38902722,6,,,,3.62497527,-0.716665142,65.07370874,0.368530798,-4.988101559,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,95df6b8c-c660-11ec-8e0f-736b6a74c0a0,71.06940879,1.230410834,2.38902722,7.055458987,-4.988101559,65.15356384,3.627437036,-0.716665142,0.422474415,-4.988101559,0.359372574,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
2,4/27/22,3:31:23 PM,1,2,Aisha Weixlmann,,Right,Nc state,Alison Guckin,,Left,Norfolk state,,1,Top,0,1,0,Curveball,2,BallCalled,,,,0,0,,70.47475874,2.47295089,-1.747458402,,,,1.251896232,1.656802617,6,,,,0.804263383,0.571213379,65.25049126,-4.169721444,-1.747458402,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,9fca7ba8-c660-11ec-ba39-0331647375d5,70.56948175,1.249044999,1.656802617,2.523333813,-1.747458402,65.32075219,0.806688542,0.571213379,-4.116544975,-1.747458402,0.358230773,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,4/27/22,3:31:41 PM,1,3,Aisha Weixlmann,,Right,Nc state,Alison Guckin,,Left,Norfolk state,,1,Top,0,2,0,Screwball,1,StrikeCalled,,,,0,0,,70.69988478,4.965813256,-0.338016379,,,,1.032246948,1.135779909,6,,,,2.142143951,0.925853644,65.12945702,-1.664988821,-0.338016379,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,aae89059-c660-11ec-b696-99775b4a5a6e,70.80078685,1.02938443,1.135779909,5.015846311,-0.338016379,65.20464105,2.144587516,0.925853644,-1.611541985,-0.338016379,0.357936574,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
4,4/27/22,3:32:00 PM,1,4,Aisha Weixlmann,,Right,Nc state,Alison Guckin,,Left,Norfolk state,,1,Top,0,2,1,Dropball,2,InPlay,,GroundBall,Out,1,0,,71.00155754,3.324901509,-2.671407617,,,,1.390483043,1.625737271,6,,,,1.498694186,-0.03453386,65.61647134,-3.235682857,-2.671407617,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,b5daea19-c660-11ec-91c2-1bee84dec11f,71.09884416,1.387690513,1.625737271,3.374470171,-2.671407617,65.68930122,1.501117417,-0.03453386,-3.182874826,-2.671407617,0.356069132,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
5,4/27/22,3:32:32 PM,2,1,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,0,0,Screwball,1,BallCalled,,,,0,0,,70.62755257,3.450654318,-1.309253357,,,,0.895318431,1.264220809,6,,,,1.062284414,0.450972271,65.26306915,-3.174953175,-1.309253357,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,c94756ba-c660-11ec-be1e-bd6fec425e68,70.72463836,0.892495246,1.264220809,3.500748611,-1.309253357,65.33525208,1.064701428,0.450972271,-3.121834649,-1.309253357,0.357693712,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
6,4/27/22,3:32:49 PM,2,2,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,1,0,Dropball,1,StrikeCalled,,,,0,0,,70.71186544,3.987961692,-1.400168901,,,,1.329970308,1.150732753,6,,,,1.83443357,0.280989861,65.26937783,-2.629131873,-1.400168901,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,d32d3654-c660-11ec-8ca0-93ad462ae186,70.81048825,1.327145893,1.150732753,4.038013798,-1.400168901,65.34252577,1.83684452,0.280989861,-2.576111343,-1.400168901,0.357498625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
7,4/27/22,3:33:04 PM,2,3,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,1,1,Riseball,3,Foul,,,,0,0,,69.08400897,5.242450921,-0.784186315,,,,0.843685558,0.921738966,6,,,,2.030955379,0.434692526,63.61341199,-1.707653364,-0.784186315,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,dc7146a6-c660-11ec-ab32-556e792aac29,69.18313161,0.840723807,0.921738966,5.294647422,-0.784186315,63.6871291,2.033537374,0.434692526,-1.651409311,-0.784186315,0.366498723,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
8,4/27/22,3:33:26 PM,2,4,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,1,2,Curveball,2,Foul,,,,0,0,,69.55731225,2.88796076,-2.292339789,,,,1.149744706,1.020535919,6,,,,0.905566785,-0.403873384,64.35900388,-3.938981783,-2.292339789,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,e925f6c5-c660-11ec-ad3f-db73d9c4b7d3,69.65162944,1.146839061,1.020535919,2.939604967,-2.292339789,64.42895421,0.908099161,-0.403873384,-3.884097473,-2.292339789,0.363205155,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
9,4/27/22,3:33:45 PM,2,5,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,1,2,Riseball,3,BallCalled,,,,0,0,,69.74036544,6.810739971,-2.97168312,,,,1.15592032,1.400449504,6,,,,3.355687079,-0.446760031,63.99324381,-0.039920704,-2.97168312,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,f5d72230-c660-11ec-b7b5-d105d5981e5e,69.84581527,1.152893223,1.400449504,6.862737874,-2.97168312,64.07032181,3.35820407,-0.446760031,0.015300239,-2.97168312,0.364583056,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
10,4/27/22,3:34:02 PM,2,6,Aisha Weixlmann,,Right,Nc state,Lily Potter,,Right,Norfolk state,,1,Top,1,2,2,Dropball,1,InPlay,,GroundBall,Out,1,0,,69.95824845,4.43788116,-1.042625499,,,,1.317216543,0.861012924,6,,,,2.057654571,0.213422708,64.52157513,-2.327978245,-1.042625499,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,0203b2f0-c661-11ec-bba3-dbd8bae687a6,70.05691835,1.314310601,0.861012924,4.488985538,-1.042625499,64.59472926,2.060153696,0.213422708,-2.273533395,-1.042625499,0.361510111,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
11,4/27/22,3:34:36 PM,3,1,Aisha Weixlmann,,Right,Nc state,Tuli Iosefa,,Right,Norfolk state,,1,Top,2,0,0,Curveball,2,BallCalled,,,,0,0,,69.82463902,4.015032429,-2.976391115,,,,1.228975687,1.298061996,6,,,,1.698100982,-0.552079314,64.45173137,-2.778555443,-2.976391115,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,1326d094-c661-11ec-af4b-19ad0dc0ca76,69.92307576,1.225992353,1.298061996,4.066836654,-2.976391115,64.52362169,1.700592668,-0.552079314,-2.724199851,-2.976391115,0.362444764,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
12,4/27/22,3:34:53 PM,3,2,Aisha Weixlmann,,Right,Nc state,Tuli Iosefa,,Right,Norfolk state,,1,Top,2,1,0,Screwball,1,StrikeCalled,,,,0,0,,70.12806269,6.107592533,-0.328297865,,,,1.058176915,0.792166296,6,,,,2.843470718,0.588275882,64.45073572,-0.648537429,-0.328297865,,,,,,,,,,,,,,,,,,,,,,,,NC State,Norfolk State,,Softball,,7c8f2d3d-56ad-40eb-85c1-727f1c4654c5,1d30c338-c661-11ec-84ab-21a4caeaf5bc,70.23063992,1.055315904,0.792166296,6.15825064,-0.328297865,64.52741385,2.845960147,0.588275882,-0.593841791,-0.328297865,0.361563562,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
