PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/29/22,5:02:14 PM,1,1,Aisha Weixlmann,,Right,Nc state,Tayler Vitola,,Left,Uncw,,1,Top,0,0,0,Screwball,1,StrikeCalled,,,,0,0,,69.8489202,4.886336565,-1.032937467,,,,1.085264306,1.720093542,6,,,,2.097163155,1.078522017,64.3612256,-1.907156539,-1.032937467,,,,,,,,,,,,,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,83059761-afa3-11ec-9bf0-d16cdc05dc57,69.94840092,1.08234798,1.720093542,4.937527985,-1.032937467,64.4350294,2.099641238,1.078522017,-1.85246077,-1.032937467,0.362308552,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
2,3/29/22,5:02:30 PM,1,2,Aisha Weixlmann,,Right,Nc state,Tayler Vitola,,Left,Uncw,,1,Top,0,0,1,Screwball,1,StrikeSwinging,,,,0,0,,68.43917904,6.381275394,-2.144264277,,,,0.899509467,1.964197006,6,,,,2.753356039,0.631887493,62.86299289,-0.722848927,-2.144264277,,,,,,,,,,,,,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,8cc73985-afa3-11ec-95a7-6fb97142fbeb,68.54075733,0.896439071,1.964197006,6.434670503,-2.144264277,62.93792016,2.755976419,0.631887493,-0.665278334,-2.144264277,0.370942631,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,3/29/22,5:02:47 PM,1,3,Aisha Weixlmann,,Right,Nc state,Tayler Vitola,,Left,Uncw,,1,Top,0,0,2,Screwball,1,BallCalled,,,,0,0,,69.33422007,6.158831058,-1.167892618,,,,1.014762481,2.069555214,6,,,,2.785277178,1.344139326,63.71593192,-0.755312185,-1.167892618,,,,,,,,,,,,,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,969dbe94-afa3-11ec-be04-4ff5bd23f81d,69.43616609,1.011802559,2.069555214,6.210768468,-1.167892618,63.79145049,2.787801189,1.344139326,-0.699461462,-1.167892618,0.365809846,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
4,3/29/22,5:03:07 PM,1,4,Aisha Weixlmann,,Right,Nc state,Tayler Vitola,,Left,Uncw,,1,Top,0,1,2,Dropball,1,Foul,,,,0,0,,69.28004532,5.908675651,-1.729533781,,,,1.431619845,1.139649974,6,,,,3.043338449,0.065203012,63.69871462,-1.015207416,-1.729533781,,51.24835057,54.45267478,-130.2058774,,,,,125.8729266,,-128.4947486,3.565046426,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,a24d9597-afa3-11ec-96c4-b1e32ac90763,69.38076637,1.428701072,1.139649974,5.960423373,-1.729533781,63.77424875,3.045913188,0.065203012,-0.958901075,-1.729533781,0.366021469,,,,,,,,,,,-22.75496332,-19.23343637,41.69748201,-0.493280394,4.757230295,3.459812221,-98.51636049,-78.34871001,,,,,,,,,,0,,6.453256998,low,high,,,37
5,3/29/22,5:03:26 PM,1,5,Aisha Weixlmann,,Right,Nc state,Tayler Vitola,,Left,Uncw,,1,Top,0,1,2,Riseball,4,InPlay,,GroundBall,Out,1,0,,69.10661173,5.593211309,-2.91707326,,,,1.300536925,1.729474723,6,,,,2.705606117,-0.083729834,63.57987718,-1.366829859,-2.91707326,,54.86352005,-20.62132047,-15.33834197,1523.044093,21.68337599,-107.8416948,8.846634231,11.47903273,,-9.868858722,0.090269526,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,adeac7a6-afa3-11ec-ac04-6b9b19ee9fff,69.20668386,1.297584063,1.729474723,5.645403063,-2.91707326,63.65450566,2.708188339,-0.083729834,-1.310347321,-2.91707326,0.367052877,,,,,,,,,,,-13.58258272,49.51933874,-19.32238002,-0.121574546,4.831741198,2.728803452,-1.967433323,11.3091732,-0.015374991,-0.073612405,-0.008456374,-0.59680842,-0.039437023,0.80141402,,,,0,0.618572453,26.57566185,low,high,,,37
6,3/29/22,5:03:59 PM,2,1,Aisha Weixlmann,,Right,Nc state,Janel Gamache,,Right,Uncw,,1,Top,1,0,0,Screwball,1,BallCalled,,,,0,0,,68.44201455,4.703833708,-0.319690584,,,,0.96036788,1.630750717,6,,,,1.775105978,1.432205994,63.10191497,-2.368023823,-0.319690584,,,,,,,,,,,,,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,c16073a6-afa3-11ec-9dec-2dae6bb0cae5,68.5391366,0.957357574,1.630750717,4.757101828,-0.319690584,63.17328939,1.777680817,1.432205994,-2.311193383,-0.319690584,0.369600222,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
7,3/29/22,5:04:14 PM,2,2,Aisha Weixlmann,,Right,Nc state,Janel Gamache,,Right,Uncw,,1,Top,1,1,0,Riseball,3,Foul,,,,0,0,,69.55575901,4.930384464,-1.453267363,,,,0.947824829,1.82047695,6,,,,1.969907271,0.917736996,64.08757584,-1.92155123,-1.453267363,,,,,,,,,,,,,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,caf5d859-afa3-11ec-83d2-f347a5c9dca6,69.65567275,0.944832502,1.82047695,4.982369893,-1.453267363,64.16063523,1.97238483,0.917736996,-1.866693039,-1.453267363,0.363916567,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
8,3/29/22,5:04:34 PM,2,3,Aisha Weixlmann,,Right,Nc state,Janel Gamache,,Right,Uncw,,1,Top,1,1,1,Changeup,2,BallCalled,,,,0,0,,58.76093151,5.96955454,-0.711365207,1576.942852,85.3757371,8:45,0.868525121,1.218245357,6,-34.90915529,1.29820492,-7.443125761,1.68055868,0.156171397,53.78424365,-3.789121362,-2.796734901,0.433081821,,,,,,,,,,,,8.423414901,-0.734170282,-1.305705128,50,-0.837795509,0.105528812,-88.15737212,13.85787401,6.410693045,16.37423157,-32.73279451,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,d6a8ae91-afa3-11ec-931c-9fdcb47fd8b5,58.84010555,0.863006312,1.218762298,6.065285381,-0.721083572,53.83180942,1.68496373,0.155927614,-3.692581912,-2.801641181,0.433004857,-7.379816474,-0.495270366,-57.9793951,20.79578133,836.1332625,-1337.022785,53.02242002,0.042747216,-0.847857475,0.528498229,,,,,,,,,,,,,,,,,0.954496863,0,,,medium,high,71.2837968,37.19039284,37
9,3/29/22,5:04:53 PM,2,4,Aisha Weixlmann,,Right,Nc state,Janel Gamache,,Right,Uncw,,1,Top,1,2,1,Riseball,3,Foul,,,,0,0,,70.3778622,5.898233244,-0.186615929,1504.220493,62.48750091,8:00,1.126441147,1.127149823,6,-26.31750528,-1.18572429,-4.049845654,2.60940593,0.673765121,64.514057,-1.445593111,-1.319812181,0.360813813,63.09249647,62.17700503,61.18216796,,95.48662623,54.61047711,71.63898221,151.6745842,,60.49453879,4.565651406,4.663287244,-3.502953688,-1.129046777,50,-0.479407863,-0.304042576,-105.480883,15.10553182,5.111472522,22.4727008,-36.01366971,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,e241d33a-afa3-11ec-9f9e-4f8e56c95c79,70.46783206,1.122280366,1.128261282,5.971950676,-0.207052563,64.57686535,2.612835622,0.673007355,-1.37013553,-1.336089963,0.360750919,-3.919969413,-2.379367924,-66.50039039,7.465905595,599.7971075,-1379.46465,39.87428109,0.184196093,-0.917062795,0.353649019,25.80096964,14.19466176,55.79860799,-0.708441154,1.65293378,2.602572787,132.0037187,74.70072114,,,,,,,,,0.995936895,0,,26.06250635,medium,high,83.28068496,-10.53090175,37
10,3/29/22,5:05:14 PM,2,5,Aisha Weixlmann,,Right,Nc state,Janel Gamache,,Right,Uncw,,1,Top,1,2,2,Changeup,2,InPlay,,FlyBall,Out,1,0,,57.8256043,7.035514203,-2.762961568,,,,0.998373278,1.56757669,6,,,,2.402410607,-0.149681767,53.1076615,-2.947221227,-2.762961568,,68.52400632,39.33473443,-2.121242298,,-4.103317274,109.9234406,52.93030423,213.8602162,,-2.129755651,3.586172291,,,,,,,,,,,,NC State,UNCW,,Softball,,45986954-d750-461b-85f9-aad9215ce6a4,eee63873-afa3-11ec-a3f7-754b5eb3d17f,57.91529089,0.99414753,1.56757669,7.10995904,-2.762961568,53.16743138,2.406112385,-0.149681767,-2.866245963,-2.762961568,0.439826235,,,,,,,,,,,-1.961764358,52.96399119,43.43393328,0.005492693,2.055880328,2.405390174,-7.947620713,213.7124877,,,,,,,,,,0,,39.19123558,low,high,,,37
