PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
1,04/20/2024,4:28:41 PM,1,1,Kayla Fekel,,,Nc state 2024 roster,Kelby Goodrum,goodrke10,Left,Presbyterian,,1,Top,0,0,0,Curveball,,Foul,,,,,,,61.136505651329095,8.068650537534268,-2.2759294922860374,1235.0203635475855,66.03138990073957,8:15,1.0337936513471322,1.6036803368870112,6.0000000000000036,-33.7812313933147,-0.07373498626075303,-3.892431933025193,5.048692971869774,0.2933500263298361,51.15013812060483,32.7744724278595,7.89822918640057,0.5431388479291408,,,,,,,,,,,,-4.533648485711687,-26.937077928358384,5.448865871104455,50.0,-36.64024963092456,-7.065674889603327,-70.63694086774288,73.6148676921399,-2.1947923797865774,11.175901693460595,-45.21460479384324,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,9eadab48-54f0-4df1-b5f8-775d4d1c1f1b,61.2344342919112,1.0287037642882184,1.6056062356196112,8.15613263774006,-2.3103280306761964,51.36632398200637,5.058428365475459,0.286207474468889,32.95001792626437,7.730591535165949,0.5428979200731856,-3.6748175646765744,-1.5629871973187555,-67.05876461507798,,481.39464848492423,-1137.3365776177632,38.97868105608576,0.15834546972997046,-0.9209051212327978,0.3561747743779743,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
2,04/20/2024,4:29:07 PM,1,2,Kayla Fekel,,,Nc state 2024 roster,Kelby Goodrum,goodrke10,Left,Presbyterian,,1,Top,0,0,1,Riseball,,InPlay,,Popup,Out,1,0,,62.476263362609295,6.092782497905834,-2.6607917197818893,1321.9979553222656,106.31085235779197,9:30,1.0936919787494308,1.0110518643112199,6.0000000000000036,-28.736623398869753,3.309410927205853,-3.920239916276045,2.501300393477062,-0.9692986827881157,57.19167606985113,-1.92391994495135,-3.7556651253585565,0.40743531486815765,41.238030360907,45.31190573354439,20.077353761756914,1489.2565307617188,,,,105.43519584880904,,19.5689983900669,2.915228263974934,3.6012187195700434,1.6187972230973122,-1.5761522864601671,49.99999999999999,-0.581686290885506,3.7936566304601915,-93.56137141968269,14.06176204319807,3.096148813967508,18.069666124525327,-30.782288215020277,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,c42a9f6c-8347-44b8-ba07-733ea453b1a9,62.58575300911997,1.0901180213403645,1.0125460938661153,6.154224834786365,-2.687512820386997,57.270009808260745,2.5043537111791943,-0.9702983665614806,-1.8562328200789908,-3.777382366659748,0.4073350848134514,-3.7505919576723623,1.9912576512074363,-69.76137581959956,,457.31976580043397,-1240.3778560118233,34.59307663520194,-0.09715413683577302,-0.9382600411885313,0.3320077842530071,9.955544917626108,27.23815929760181,29.31799705843979,0.8244343583751662,3.564405225816886,2.60463555327716,35.31465344451249,99.34513463562624,1.2215431464514943,4.759802778366311,0.2961472378990826,0.9706511942704215,-0.22602368735675302,0.08215565601382259,,,1.0,0,1.0,15.371559025629809,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
3,04/20/2024,4:29:41 PM,2,1,Kayla Fekel,,,Nc state 2024 roster,Kaitlyn Tucker,tuckeka10,Left,Presbyterian,,1,Top,1,0,0,Screwball,,BallCalled,,,,,,,62.056135675787104,8.492074015668598,0.16743620488255437,1196.7890865928248,100.6326890550793,9:15,0.96317024218346,1.2245614755589551,6.0000000000000036,-30.118366936284733,2.6236969113337913,-5.3235988916925665,3.7662614323771386,0.8849141476463637,56.46009764243299,0.11909726941775912,-1.3233904704339707,0.411836228391418,,,,,,,,,,,,6.278036175024279,-0.051811106693031954,-1.1335042583982602,49.99999999999997,-1.278090418480155,-1.015495230688848,-92.51852740459745,18.029528697234316,5.282558083641426,17.559255711139045,-32.21764525395306,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,c9e8334c-c28f-4aed-9da5-0d24a0bbf7f3,62.166273644124736,0.959266112616525,1.2253466816820997,8.5600097926256,0.1530734524774766,56.53900319828496,3.7696703182429934,0.8844189697070493,0.19452623788998083,-1.3340882262403198,0.4117361670807094,-5.231923452112836,1.265113279502357,-60.34359598833249,,592.1683447377558,-1040.0196004298352,49.47975807697394,-0.09129614879807103,-0.8690082589161124,0.4863020246207363,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
4,04/20/2024,4:30:01 PM,2,2,Kayla Fekel,,,Nc state 2024 roster,Kaitlyn Tucker,tuckeka10,Left,Presbyterian,,1,Top,1,1,0,Curveball,,BallCalled,,,,,,,61.627222903862396,8.597376632040923,-4.09891346792767,1227.1870605468755,57.58390036316487,8:00,0.8378214157366408,1.8356571598672144,6.0000000000000036,-33.83129656152456,-0.43550251255810224,-3.554669143133117,3.4121493558470712,-1.0105320741498842,56.1090834534056,-0.7889745085137151,-5.088238461885391,0.4159272833660834,,,,,,,,,,,,2.6514219172334634,-3.680794923685284,-2.731837834668286,49.999999999999964,-1.4698120380014708,6.073493685387738,-91.62562922046773,18.576272519679364,2.1873670171122703,17.26524257093432,-35.21062756723064,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,ff22b40a-daf6-4b11-a260-92dc2209000e,61.726608252184214,0.8326588847771677,1.837696269397766,8.686164089342553,-4.135523659075475,56.17398568210695,3.4163497676777794,-1.0119482146253393,-0.6966587080626588,-5.1188445380485215,0.4158435889301145,-3.321878919205068,-1.9371758904421863,-66.33789408675418,,492.521809267973,-1124.0152796866612,40.13420814985524,0.21514505078210475,-0.915928236063508,0.33880388649712423,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
5,04/20/2024,4:30:22 PM,2,3,Kayla Fekel,,,Nc state 2024 roster,Kaitlyn Tucker,tuckeka10,Left,Presbyterian,,1,Top,1,2,0,Curveball,,BallCalled,,,,,,,61.86984682847025,8.149608857679219,-2.541274671945118,1182.0858348499646,88.88544652160287,9:00,1.064147106519449,1.781614715219004,6.0000000000000036,-31.054731626602326,1.9150893237442972,-4.498162047516375,3.5769646202771286,-0.17251718321523918,56.35373541369433,-0.48715080586229864,-3.79772599595971,0.4132661332580183,,,,,,,,,,,,4.318483910945641,-0.7812002466029999,-2.3137927341005895,50.00000000000001,-1.108619736827326,3.467226122434363,-92.25098990696475,17.553347680009974,3.60882545495661,17.59169751341055,-32.826874835206944,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,8011ca6b-b90f-4967-960f-ee41f2c239b2,61.97674092429136,1.0600032104370738,1.7828926766065742,8.221808103356775,-2.564543652108552,56.42968861656433,3.5805973041680907,-0.17340293891220387,-0.40743980941554514,-3.8167714554217773,0.41316969781679486,-4.350368549236497,0.5047041133533349,-65.34739446421446,,493.0662215187043,-1074.342879229069,41.71154132654727,0.008113479201351987,-0.9088535261615999,0.4170364965310294,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
6,04/20/2024,4:31:20 PM,2,4,Kayla Fekel,,,Nc state 2024 roster,Kasey Wolfe,wolfeka11,Right,Presbyterian,,1,Top,1,0,0,Curveball,,BallCalled,,,,,,,62.43545890401509,7.968489102664884,-4.752469099130214,1279.271347508286,75.63824332200572,8:30,1.154368319079965,2.0643061299403644,6.0000000000000036,-31.197351799365766,1.0588832437303886,-3.6116151287769647,3.613374298461512,-1.0799132594635292,57.030595236655074,-0.32035011977231226,-4.541681656372748,0.41043703009065213,,,,,,,,,,,,2.5774506242660005,-1.393562768420362,-3.1081199285673677,49.999999999999986,-0.9818714669655642,7.203830594453494,-92.91956921922177,17.425773020863964,2.183769032644359,17.93136058292068,-33.35475861300189,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,c2d160b2-77a7-44a4-b1f7-be14e3cb6a3d,62.54205435758518,1.1500601405734285,2.066076085406469,8.042892916063767,-4.784352493875635,57.10562220148935,3.6170761927381334,-1.0811710708237139,-0.23810535536712785,-4.5690903039099915,0.41034423440845796,-3.407913534109156,-0.3379616937521874,-69.23268631630351,,453.59583630790837,-1196.1546713698003,35.457359159290505,0.08794961431276208,-0.9350281108848588,0.3434927906045899,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
7,04/20/2024,4:31:57 PM,2,5,Kayla Fekel,,,Nc state 2024 roster,Kasey Wolfe,wolfeka11,Right,Presbyterian,,1,Top,1,1,0,Curveball,,BallCalled,,,,,,,60.43814427857805,10.580941663186868,-3.168364999073313,1303.9729531777878,80.51654660680859,8:45,1.0306563761700906,1.4480397476003244,6.0000000000000036,-33.69455907700918,1.3864474462967635,-4.06639026222008,4.8799421630394,-0.8605357043789705,54.6728898281421,1.2736953968229312,-4.302959672212368,0.4262923559049387,,,,,,,,,,,,3.581083375589349,-2.326649008839704,-2.127163347417241,49.99999999999999,-1.736968353305927,4.401551661649703,-89.44296295780697,21.287205224794043,2.812540660482261,16.563895634232136,-34.001372285225195,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,729015b2-bb16-4da1-ba7d-d68bc9f95a1a,60.54945995618788,1.0259523633800063,1.4498968571585051,10.661073625925797,-3.2019173629850193,54.74951247565369,4.883973285380869,-0.8618346992613725,1.3618190060487712,-4.330841570182404,0.42619205001103827,-3.85343830430616,-0.13939832511920888,-66.08183315353935,,528.6716329693329,-1191.9948687442995,40.54314406452663,0.06680000592152349,-0.9141254547031845,0.3998905003530098,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
8,04/20/2024,4:32:25 PM,2,6,Kayla Fekel,,,Nc state 2024 roster,Kasey Wolfe,wolfeka11,Right,Presbyterian,,1,Top,1,2,0,Changeup,,BallCalled,,,,,,,60.80702003450242,7.962392752541147,-1.8282751211903845,1242.0210556756883,59.911835735469815,8:00,1.0476108154611512,1.2894265300874008,6.0000000000000036,-34.43716640709301,-0.4140570631155924,-3.2616887938883217,3.1574781357751163,-0.1182099577030121,55.47652622342913,-1.621649248310936,-2.7400462049804304,0.41981555197538706,,,,,,,,,,,,3.148317909884888,-3.381344291612309,-1.6718498290009107,50.000000000000014,-1.115205657144166,2.447590876836373,-90.71434135786225,17.425197607954612,2.5492317882533726,16.766577960924486,-34.91196570563429,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,56f11f1a-445d-46f1-8cdf-8904a3163384,60.90304421199527,1.042421244371305,1.2916998111939026,8.051976396141981,-1.86909514703025,55.53864926464016,3.1617286555882753,-0.11980556087430691,-1.5284119599937875,-2.7745454594066046,0.41973036464592695,-3.0035849533457863,-1.9115087292771897,-69.41225504913328,,436.7460421381761,-1162.6991001193687,35.164141553186155,0.17628909762056869,-0.93613477388822,0.3042594931590088,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
9,04/20/2024,4:32:47 PM,2,7,Kayla Fekel,,,Nc state 2024 roster,Kasey Wolfe,wolfeka11,Right,Presbyterian,,1,Top,1,3,0,Curveball,,StrikeCalled,,,,,,,58.568896100539874,7.038184955178923,-3.288915397939758,1234.0800378972838,39.13443606457968,7:15,0.9991879372977727,1.5736262865243502,6.0000000000000036,-38.531496511339945,-1.9181655935166972,-3.053152623079851,2.1886355609269716,-0.7256183369476028,53.636722474701514,-3.6901770257159905,-4.140321003563968,0.4355029918125204,,,,,,,,,,,,2.370692699211919,-4.811649744964929,-2.2902321521544473,49.99999999999997,-0.992690942889075,4.622348385358755,-87.47053156625324,15.91802759377725,1.7838262603891952,15.646573621348734,-35.794572471027095,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,dc8bcb42-4e24-43cb-8087-e3c0655e0b1b,58.650143670483914,0.993125130082003,1.5763620886501184,7.143926190871996,-3.3381761641853545,53.683244694721076,2.1935312608506465,-0.7275810193565098,-3.5832565211623115,-4.1827144611386196,0.4354303288559026,-2.741185218763556,-3.5865688148959958,-65.69779851630024,,507.88485955664527,-1124.72508168427,41.15493679178352,0.31922535264151414,-0.9113874685151372,0.2597461384977082,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
10,04/20/2024,4:33:07 PM,2,8,Kayla Fekel,,,Nc state 2024 roster,Kasey Wolfe,wolfeka11,Right,Presbyterian,,1,Top,1,3,1,Curveball,,Foul,,,,,,,60.49920694735899,6.850154643069422,-1.3303398324156843,1267.1786987304686,55.04230188690087,7:45,0.8952969411758195,1.2013172006790853,6.0000000000000036,-34.769542498461625,-0.5941615748134339,-2.938848603675244,2.2736375982060784,0.13006197074871026,55.37940729490755,-2.8451077650974534,-2.1523441401627146,0.4207539525565312,,,,,,,,,,,,2.9523620258160803,-3.177211005091815,-1.4738906840067276,50.00000000000001,-1.0137709323163138,1.698861826236692,-90.5004781011486,15.640692387660712,2.3798823097802053,16.658734152885177,-34.735181384654304,NC State 2024 Roster,Presbyterian,,Softball,,329f12f8-b50e-47c0-83a1-17201ea598b4,54ed66dc-73e7-4fce-ab6f-95e06ad4ea69,60.59097245182888,0.8900261135671902,1.2038389312556725,6.9412715524724575,-1.3753721042304812,55.43729330738166,2.2778566164437217,0.12832215928467655,-2.7518698341981445,-2.1903605376745032,0.4206709154324998,-2.654194407473317,-2.0993891632745307,-71.60544453128071,,399.8694630054385,-1202.433477191976,31.555885796221983,0.18080623036133414,-0.9489060054407811,0.2586242446116462,,,,,,,,,,,,,,,,,1.0,0,,,high,high,,,37.0,Amanda Hasler,,Nc state 2024 roster,2022-11
