PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,calledLoc,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance
1,3/8/22,5:02:21 PM,1,1,Sam Gress,,Right,Nc state,Jaden Davis,,Right,North carolina central ,,1,Top,0,0,0,Fastball,1,StrikeCalled,,,,0,0,,65.11574654,6.337293447,-2.680287581,851.6959082,345.4739608,5:30,1.390783611,2.149617628,6,-32.73754645,-3.287236055,1.42893447,2.618864111,0.60289746,59.70131582,-2.784256651,-2.281269128,0.390585809,,,,,,,,,,,,-2.620675764,-6.099695016,-2.772482695,50,-0.381808934,4.770281785,-97.38770654,15.66580825,-2.451190339,19.01353454,-37.87926261,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,6dfea985-9f2b-11ec-b883-a3a1807ff06f,65.19824706,1.386061049,2.151627102,6.42090994,-2.716621162,59.75338179,2.622749756,0.601381404,-2.69894858,-2.31437211,0.39052255,1.658007644,-4.646193278,-51.35484971,79.70145013,531.8800503,-665.1988666,62.44952514,0.60453248,-0.781028604,-0.156635882,,,,,,,,,,,,,,,,,0.995782436,0,,,medium,high,18.26869488,20.30346391,37
2,3/8/22,5:02:41 PM,1,2,Sam Gress,,Right,Nc state,Jaden Davis,,Right,North carolina central ,,1,Top,0,0,1,Fastball,3,InPlay,,Bunt,Out,1,0,,64.61133323,3.783090004,-1.638477963,,,,1.984681218,1.558498424,6,,,,1.971063287,0.540650235,59.74455956,-4.13739563,-1.638477963,,,,,,,,,,,,,,,,,,,,,,,,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,7a2f5c28-9f2b-11ec-98be-9b78f7caee45,64.70117713,1.981302064,1.558498424,3.84291925,-1.638477963,59.80857096,1.97398216,0.540650235,-4.073820841,-1.638477963,0.391205766,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
3,3/8/22,5:03:16 PM,2,1,Sam Gress,,Right,Nc state,Jaidyn Hamby,,Right,North carolina central,,1,Top,1,0,0,Fastball,1,BallCalled,,,,0,0,,63.98484647,3.409931467,-1.144658085,860.943944,320.3367412,4:45,1.448105216,1.540511676,6,-33.9737975,-3.70700761,4.061154429,0.737607731,1.167960941,59.0168808,-6.081694323,-0.00689586,0.395963089,,,,,,,,,,,,-5.16312599,-5.583627113,-1.840705535,50,0.335005387,2.514737879,-96.28299903,10.6816561,-4.700000082,19.16509824,-37.25683237,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,8f048997-9f2b-11ec-93db-3df9fea76536,64.05672744,1.442973917,1.542743071,3.499770408,-1.184141495,59.05784262,0.741595617,1.166338938,-5.994213695,-0.042696793,0.395902335,4.309287532,-5.207131544,-30.42387867,81.11357047,742.3942845,-435.9761473,86.23026966,0.663808385,-0.506393187,-0.550385654,,,,,,,,,,,,,,,,,0.97645856,0,,,medium,high,16.99778658,-89.14490688,37
4,3/8/22,5:03:41 PM,2,2,Sam Gress,,Right,Nc state,Jaidyn Hamby,,Right,North carolina central,,1,Top,1,1,0,Fastball,1,Foul,,,,0,0,,66.2788076,5.14619751,-2.568454017,903.3110314,324.0059428,4:45,1.497078578,2.128792299,6,-31.51446538,-3.190235408,3.380623283,2.078744939,0.814312638,60.87853107,-3.648771967,-1.623552898,0.383045689,,,,,,,,,,,,-4.869318198,-5.576795913,-2.745703649,50,0.010430843,4.966596809,-99.36726416,13.70464704,-4.735772749,19.96646489,-37.59789683,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,9e076847-9f2b-11ec-9fa3-bbbefbd7e243,66.36141441,1.49264285,2.131096551,5.225206832,-2.610177173,60.93197913,2.082463887,0.81252843,-3.567661091,-1.662349887,0.382982259,3.643141826,-4.509845903,-44.87566997,83.15088251,640.1218863,-637.3498177,70.86395096,0.573344606,-0.705570723,-0.416468387,,,,,,,,,,,,,,,,,0.902188701,0,,,medium,high,15.16420574,80.92604932,37
5,3/8/22,5:04:14 PM,2,3,Sam Gress,,Right,Nc state,Jaidyn Hamby,,Right,North carolina central,,1,Top,1,1,1,Dropball,1,InPlay,,GroundBall,Out,1,0,,60.54192309,5.799665977,-3.662327078,599.9039242,352.071924,5:45,1.795391456,2.295422556,6,-38.10189393,-3.995961282,0.785645839,2.241842998,0.08331558,55.62798098,-4.815058982,-3.443230497,0.420326225,60.51458787,-19.46617102,-39.74820285,,72.02196815,-83.14346696,17.39479648,9.865284253,,-26.79248672,0.076528451,-2.238557273,-6.767460928,-3.13535242,50,0.092020883,5.905850524,-90.5847348,14.44788212,-1.808147169,16.67013703,-37.64032265,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,b1c58a7d-9f2b-11ec-9da8-f9fe41fcf8cf,60.61118305,1.789451907,2.296264778,5.902861209,-3.677195511,55.66384581,2.246462731,0.082704181,-4.714772998,-3.456491775,0.42026662,0.879466034,-5.640061572,-16.2916371,62.01251192,575.8155303,-168.2890172,95.98462472,0.950672031,-0.280526615,-0.132391494,-36.48212205,43.86778267,-20.16650093,-0.296840543,3.919179476,2.395894475,-4.446880371,8.806196021,,,,,,,,,0.995738708,0,,31.66423919,medium,high,34.18873927,-35.45108326,37
6,3/8/22,5:04:48 PM,3,1,Sam Gress,,Right,Nc state,Jai’lyn Edwards,,Right,North carolina central ,,1,Top,2,0,0,Fastball,1,BallCalled,,,,0,0,,65.8887334,7.281276167,-2.415371488,,,,1.71559382,2.306777027,6,,,,3.960204342,0.805830205,60.39973099,-0.403258799,-2.415371488,,,,,,,,,,,,,,,,,,,,,,,,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,c5de660a-9f2b-11ec-8bfb-7905495e8a84,65.9898513,1.712246413,2.306777027,7.33906813,-2.415371488,60.47267331,3.963035327,0.805830205,-0.340971028,-2.415371488,0.386109221,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
7,3/8/22,5:05:10 PM,3,2,Sam Gress,,Right,Nc state,Jai’lyn Edwards,,Right,North carolina central ,,1,Top,2,1,0,Dropball,2,Foul,,,,0,0,,62.36920723,6.319731287,-3.854252402,689.7176262,354.0426549,5:45,1.745518787,1.976308943,6,-37.07721426,-4.851440808,0.674526079,2.605524544,-0.36476697,57.16695983,-4.007363419,-3.666190472,0.408576325,,,,,,,,,,,,-2.185124161,-7.968172509,-2.858860742,50,-0.067323535,6.375508105,-93.21976242,15.58012099,-1.868022763,17.73134575,-38.98589483,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,d2c97a9e-9f2b-11ec-95c5-c1a53a8f8be7,62.43942105,1.739483588,1.976843281,6.424670655,-3.863705908,57.20350697,2.610140809,-0.365151828,-3.905871621,-3.674638304,0.408520642,0.734269061,-6.463296032,-6.290221754,44.0951858,685.5652974,-75.56868999,99.39796684,0.988611619,-0.109564679,-0.103163206,,,,,,,,,,,,,,,,,0.875772823,0,,,medium,high,50.31433278,-30.35178421,37
8,3/8/22,5:05:38 PM,3,3,Sam Gress,,Right,Nc state,Jai’lyn Edwards,,Right,North carolina central ,,1,Top,2,1,1,Fastball,1,StrikeSwinging,,,,0,0,,65.68980096,7.90827881,-4.605158675,935.0149657,326.45532,5:00,1.244425651,3.026867521,6,-32.08377438,-2.840553204,3.383608818,3.529622666,0.442643381,59.94609302,-0.986128609,-3.663801157,0.389210123,,,,,,,,,,,,-5.576601057,-6.12816582,-4.107850144,50,-0.888200734,8.370180306,-97.68201859,18.37304411,-5.252619253,18.99343587,-37.94618954,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,e39b9dc0-9f2b-11ec-bedd-07fd84d63b54,65.78154625,1.239948901,3.02945658,7.986454162,-4.651748167,60.00669996,3.533386049,0.440643967,-0.904298799,-3.706939495,0.3891426,3.678033627,-4.143285172,-50.70842063,73.513437,592.1142439,-723.6392114,63.32671301,0.527799758,-0.773933293,-0.349935242,,,,,,,,,,,,,,,,,0.964593656,0,,,medium,high,23.8379067,19.03571827,37
9,3/8/22,5:06:01 PM,3,4,Sam Gress,,Right,Nc state,Jai’lyn Edwards,,Right,North carolina central ,,1,Top,2,1,2,Fastball,3,InPlay,,Popup,Out,1,0,,67.28019967,6.509244455,-2.691163313,1041.26684,318.1734925,4:30,1.424503607,2.008751355,6,-30.34998106,-2.736944584,3.971824869,2.959845611,0.667169535,61.58321095,-1.946160144,-1.581381585,0.378206167,37.5890531,44.89907886,32.26137597,,,,,87.12262168,,31.3668271,2.433365901,-5.598100356,-5.527254845,-2.659492242,50,-0.363674182,5.334646046,-100.5989133,16.1220987,-5.58457606,20.35350214,-37.68795129,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,f1c324b8-9f2b-11ec-a8e0-c103f5e823c8,67.37130914,1.420353943,2.011496969,6.582493923,-2.740769442,61.64442301,2.96336602,0.665037018,-1.869737598,-1.627419733,0.378138737,4.28381169,-3.990213944,-52.32582132,79.67583459,636.391464,-824.1617173,61.11703933,0.455424347,-0.791499053,-0.407575655,14.21262442,22.51573925,26.53261589,-0.435511246,2.478955357,3.480151276,45.34866268,74.38985147,,,,,,,,,0.531294274,0,,10.74184061,medium,high,18.29174886,19.94208809,37
10,3/8/22,5:08:19 PM,1,1,Jaden Davis,,Right,North carolina central ,Kaylee Lambrecht,,Right,Nc state,,1,Bottom,0,0,0,,,BallCalled,,,,0,0,,60.51727913,7.809510239,-2.233219054,,,,1.040658793,1.532734787,6,,,,3.184873256,0.145099529,55.42092969,-1.3200708,-2.233219054,,,,,,,,,,,,,,,,,,,,,,,,NC State,North Carolina Central,,Softball,,2f1e85b3-8acb-4af9-881d-f50c667dd513,4370b335-9f2c-11ec-b488-d59648816702,60.6123552,1.0368065,1.532734787,7.877335476,-2.233219054,55.48720307,3.188280234,0.145099529,-1.24552977,-2.233219054,0.420841391,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,37
